UACE Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
00766,0.6097544962114231,0.6052881877119927,0.6066165815094567,0.5995401833665723,0.6036038420912737,0.5908740138319937,0.6451681991748683,0.6383137686719947,0.6369527316106869,0.6195841830839248,0.6164145551130508,0.6109084024844706,0.6148146919402911,0.5801593979872033,0.6051632850294034,0.597522191908675,0.587818976807364,0.6311833328628738,0.5996465503535803,0.595050370237446,0.6007800093040015,0.6086865879097471,0.609485181679136,0.6060119308681147,0.6006868381824219,0.5899063888018315,0.604552310463002,0.6040181072423217
00901,0.7149459938654503,0.6467821014591157,0.6339501555179338,0.5900108715906889,0.5779459142452572,0.5827834880116464,0.5140813697693453,0.4984150475215089,0.5040918638784158,0.5783019971543067,0.6339315908467344,0.6691863498985735,0.6237074909353646,0.6114367110338169,0.6642613919251288,0.6795609813906222,0.6335315039441531,0.6795808558362876,0.6694125834331601,0.6048395201887212,0.631498056197709,0.6183759114778856,0.6240630377839796,0.6378835584536563,0.6950452754540103,0.6424963300335003,0.5541553655521696,0.6226432749684007
01171,0.5915033411949843,0.6484000214099077,0.6742104893403559,0.653547785420264,0.6463776866915507,0.6729290141369847,0.6291384074095887,0.6428323248456682,0.5425783577111076,0.6152518496163345,0.6044573657402775,0.5906014365853383,0.5640952339876267,0.542270604728321,0.5677361877929273,0.5377474701765695,0.5236377932218508,0.5200201868807282,0.4031520641140743,0.44216360048400627,0.4685418408931528,0.4679176469058831,0.47930037291523736,0.49030225031753094,0.4767073557667651,0.46978246382174726,0.46706972543899866,0.4632102611359999
01495,0.44673493919209867,0.43133174151745635,0.4264550444683391,0.4196083137878384,0.4354144816011327,0.6700434022698181,0.6547497233183217,0.6652104389623191,0.6545993602523297,0.6598341869645155,0.6676398626997888,0.6785442639126643,0.6913495662919656,0.6903040070591763,0.698932621331985,0.7232555664573008,0.7351620057799151,0.7099862369805917,0.7088541558549442,0.717838655763191,0.7037381410780261,0.7034916253253027,0.6916863455985828,0.7374529062302683,0.7231870767259778,0.7158370265403711,0.6810638992904844,0.6612502596985576
01792,0.5935232444147439,0.6064743724273208,0.5967632305349763,0.6019165487288911,0.6079910474915858,0.6680638516898888,0.6437951269451488,0.6545164965152154,0.6353361957292184,0.6438108832842087,0.6261411888330622,0.6178286964427364,0.5973213624678007,0.5926939357867824,0.6028635060625971,0.5913287322451679,0.5976310764579521,0.5592129802553942,0.5981302509992392,0.6067174298360443,0.6008847262204381,0.630896394133882,0.634696539368731,0.616128337649467,0.5828840367163965,0.5986067818708103,0.6153824304499435,0.5745886960441461
02062,,,,,,,,,,,,0.5925746742599709,0.6173146593601481,0.6573246227478474,0.6633166982730898,0.6743884113700253,0.4370374808607115,0.4247950534609076,0.42486896956634096,0.4307916184331464,0.44105207805246405,0.44450385440296847,0.4693847789945592,0.46141151043002276,0.4665343672540612,0.4646739570335782,0.4741495932988422,0.5229809229567906
02305,0.641521053937336,0.6342240891956754,0.6223916895614645,0.6259231034584043,0.6139321353894697,0.6345104422565491,0.6057610584416406,0.6606656756037692,0.6272667835254878,0.6366417506322981,0.6108851422852488,0.582154833963387,0.5943293319551001,0.6004205501484801,0.5522288485569674,0.6007354844945921,0.595214611564068,0.6126250438952374,0.5834341529197203,0.5842320564377811,0.56227818704172,0.46675623087845797,0.4771947141402667,0.4744727106051877,0.4462619520143874,0.42354927609814147,0.458855670851505,0.4620220085249275
02602,1.0,0.5813553290853237,0.573998374004703,0.5495714969968388,0.5622506785985976,0.5335997843235357,0.5411695647020609,0.5430035507234865,0.5202727718861715,0.5639134708308235,0.566265450431265,0.5882502972906588,0.558198346311469,0.596511886952055,0.6156310036091273,0.6371807983677336,0.6512258246016198,0.6550700303352328,0.6584690239891293,0.635003950334909,0.6231647025825326,0.623069389207759,0.6337026688256983,0.6234793261273951,0.6347191005592449,0.6356479946003395,0.6479488901832163,0.6405398821859608
02683,,,,,,0.6910329357928313,0.42574419246728695,0.7596223667064402,0.7562807933586161,0.712389294211534,0.6779396249685534,0.6274399331542635,0.42847201125021134,0.6500927988918742,0.6354830890299704,0.6273841006456863,0.6126619207284155,0.6507577774462606,0.6280221768525763,0.6390302501009888,0.6362814757375073,0.6541311037731184,0.6646630669333385,0.6935820383399615,0.6613613006851722,0.6547592297677738,0.5508112990881524,0.5638296973892318
02764,0.6894654595797759,0.7145053742919373,0.7321872490319674,0.7349229261496136,0.7676124570249081,0.7753707407221437,0.7509460314428621,0.7186048377869695,0.7160898777747952,0.7198702573909822,0.7175465608037805,0.6596242399755461,0.6801073389492617,0.6794946192424006,0.7032710645884663,0.7142201378096951,0.7029564637020324,0.7132958206842361,0.7111974763137726,0.7398411248686864,0.7609834840993359,0.7668838442125723,0.664106098706335,0.6374700779225446,0.6676003471578512,0.6729552786749073,0.6618931920921703,0.6369848559062552
