UACE Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
00766,0.9282182975729661,0.8070650728655877,0.8361357731557896,0.8821999081569314,0.9539684078195474,0.9073093843839696,0.8638170184423041,0.6195996263612278,0.6937795259688668,0.7339370686413412,0.8197319383210555,0.7216547911545554,0.7646661040396229,0.8712358630311402,0.8920364532391919,0.8487150053928638,0.8517906258550013,0.690631337202719,0.7952015992482965,0.7138831758357281,0.7705942888780063,0.5745409357529655,0.6686284741280933,0.7168369936883299,0.8020298050831548,0.7674448429526944,0.8466258461924606,0.8830420425646112
00901,0.9176098242231236,0.8310716188325215,0.8184715732417404,0.9556658286222272,0.9758514706092208,0.792943665409965,0.942184466978371,0.7877708631710584,0.8758147776438556,0.8262362310070842,0.7613644884392944,0.6426595604725509,0.7937673447212178,0.7755205409909867,0.7986839545116041,0.8826317557012359,0.7412196858952734,0.6662393270042174,0.8755190716553052,0.796885944170101,0.894611622957989,0.5139141942319762,0.8914547731058006,0.6939460591617745,0.8789695085293663,0.7966462569239444,0.4958545069810589,0.5677375612780547
01171,0.9665350924811474,1.0,0.9719827574607607,0.9977334328650851,0.9870244565098168,0.9010557698404393,0.6015375427811905,0.9054169497881408,0.8803158991022851,0.733997850908552,0.7424372790149105,0.7211978645464392,0.6906915092855963,0.669589734046685,0.5966126646919467,0.7011150801799566,0.8163802014733907,0.7243429060740912,0.3729603513573947,0.7065419504762804,0.8664359328327148,0.8308336714790536,0.8577791826807313,0.7675161676929874,0.9188257713350085,0.8023975167900397,0.954947849103927,0.6600462941741704
01495,0.9511005092331684,0.8623536244924651,0.8848807826696679,0.8551726663345304,0.8869238004149251,0.7485970787200106,0.9180919672112858,0.9249449079332724,0.660087900908246,0.8614855006242854,0.8814577962051933,0.6494792503431072,0.8472144561894143,0.8936973754734798,0.8057332302044296,0.9360358487088506,0.8434513099165479,0.9299545577346398,0.9659824663126646,0.8082035780318444,0.8765139294615062,0.8870992273157707,0.6627460442739094,0.7719883070325174,0.9279731684794941,0.8732409352351325,0.9735112541395732,0.7400640304351891
01792,0.9835187191262154,0.9008243907928505,0.4971120860403602,0.9628955830089694,0.878452802997068,0.9144354736828108,0.900145963008324,0.8990237791711776,0.8865931404761033,0.7425376105027771,0.7746846295388574,0.9342270584574578,0.9635782550057822,0.9328043591908497,0.618209043064676,0.9341063604358659,0.9199789112193154,0.9394534109130538,0.6134981531982002,0.6192088640982918,0.7829885870696454,0.9589286292731736,0.659351882913062,0.938849919919657,0.9820725224018603,0.879378868750666,0.8102571576121571,0.565851963535411
02305,0.9935451603231427,0.9971074356377639,0.9366119273141977,0.9143054774048887,0.9652970700223998,0.6716868463898144,0.8856759827165585,0.8786051045290808,0.5530174659327711,0.9187446192707899,0.6895942926792497,0.6567715141719601,0.6659734036262964,0.6478814989116923,0.6839117839554668,0.6818802544051057,0.6792778254350713,0.6066655065131302,0.7230246764343091,0.6125566502593882,0.6938521939305773,0.36253758580723183,0.4318806933015721,0.5579312154217262,0.6338643166948942,0.6291464595345684,0.5857023219408952,0.600517263109911
02602,0.9278627024195629,0.947836242521213,0.8537259055888584,0.9791341432394828,0.8078024749642483,0.8175565581502439,0.7796992593981792,0.8786020039350448,0.8683903941595496,0.7891063574843397,0.8854481425741941,0.8284000233296828,0.8519008563571786,0.7849880409115146,0.875925893381412,0.9130418508282196,0.9744533035322287,0.6821943523106925,0.8272446735305812,0.8439793508156953,0.9405969157821562,0.7477288517838795,0.6951260973634329,0.8060021013495222,0.8548137774266887,0.7286451449893511,0.8738685527558965,0.8703846431424512
02764,0.9823562051818432,0.9890188831828663,0.6410331428434253,0.6223333929153054,0.9561720164601164,0.9690351552811247,0.9569421169449956,0.9679875799913399,0.9539836837021621,0.9946487837855582,0.9734419521229404,0.9832184128229902,0.9931452685616392,0.5788985767811305,0.8283320282128953,0.9397869819498836,0.9976763587438107,0.9987409498011369,0.9584375038095164,0.9191422611842691,0.9370800390953398,0.9576128510828625,0.9796574586717861,0.9973886840061665,1.0,1.0,0.8569370201818206,0.9110639667353425
03358,1.0,0.9892040702064168,1.0,0.9929836837692059,0.9792713851115841,0.3411830792276281,1.0,0.6531177451162584,0.8796851594953801,0.9936904852222355,0.8436104994041773,0.8808040006538339,0.9950300540261818,0.9150695844766363,0.9584367730034782,0.937081137163356,0.7293632590743785,0.9444136408804744,0.9996307551861711,0.9973892160932835,0.6464278151912752,0.9242093633717838,0.6410139377333308,0.8158562123660804,0.9772693329702429,0.9399106955697578,0.9149340447193629,0.9852906001590297
03763,0.6266708394794781,0.8752309475447837,0.718846577922287,0.7892232731441674,0.8959097216382138,0.8770209013704244,0.9419852826971431,0.9632565975644951,0.9381590322781439,0.7392252773542504,0.7838284545399852,0.6475236757557968,0.9144185749212995,0.7956044970480963,0.7407473044846796,0.6298032394788703,0.8619158941912173,0.7569501800663252,0.8258986989715768,0.7969112339600345,0.8232731767966602,0.6766400457365697,0.7195603482671604,0.6758046039169417,0.8191767245226311,0.7956025985818872,0.8768151750690111,0.8032611706430576
03817,0.5245708566507398,0.6106958313787365,0.6733584072885107,0.6863855990055843,0.6212131035478436,0.5397321346271607,0.7700530132771725,0.6942381577727471,0.637562138294781,0.6066168613130938,0.6049910410389502,0.6065936108877334,0.6157078014393936,0.6648458403633783,0.6912014433689341,0.6487858628171109,0.7011080546880595,0.6509342746664314,0.7016870130641992,0.7842749929243468,0.8327760378295079,0.7841468218708189,0.7344236569032749,0.6924504462581,0.715943847409474,0.7542934653495305,0.7817203316077697,0.7073955731173643
04222,0.6811495352195073,0.7900635820147218,0.6615215494723306,0.9283539721495471,1.0,0.841605362062498,0.9115050389210808,0.9777782423994754,0.6760767981726907,0.8061581233694316,0.761934642114823,1.0,0.8978696871823718,0.6716154610030332,0.6960978650975835,0.9464697444757273,0.9880650068785726,0.9733751424150533,0.8485708489754528,0.6775952784352928,0.6271988971159931,0.8808239715929148,0.8948225752149294,0.9800750485537574,0.9618054959190555,0.6728533556104291,0.6681466607211881,0.3255010796531056
04681,0.7581140096467651,0.9240378416764696,0.7970667129757965,0.885417745360226,0.9345386393217072,0.8554820783572519,0.8752080874118466,0.48151651915920746,0.9265135924236207,0.5572306558368536,0.9604831312793743,0.8765378146114258,0.8522822605698951,0.7267912855823432,0.9169220398222849,0.6525677082752385,0.9127591666958081,0.9163865811981762,0.8992394754986329,0.59566029496679,0.795278931114577,0.7533306375887313,0.870194901852946,0.6634304018396125,0.902227496574248,0.9596332960836746,0.8827361799984443,0.928153264703736
04843,0.4619363913418992,0.45746634264150204,0.6143210550724088,0.7002966000260785,0.6650578208239847,0.6438933155546787,0.7095982204956469,0.6704940838985735,0.693387355216615,0.6975873332706095,0.7004889124433675,0.640588757375385,0.6962544482974695,0.6519397972735299,0.6473392057775172,0.6860667669455556,0.8135347671610521,0.7718016248145458,0.7191585241587692,0.6836208244637428,0.6653415443173398,0.6369088970010609,0.6294991545707121,0.654881707973117,0.6319537387561031,0.6842382283242001,0.6755325332090526,0.7194281233898591
05680,0.9609652256570115,1.0,0.9489639812168322,0.9548589912503309,0.8340172310506787,0.5129129536351997,0.4865696474976343,0.7228484843584772,0.8815834707250653,0.9800441175301713,0.9127954022615943,0.9452080031397594,0.9021423732909891,0.9201830702004141,0.9007284493633186,0.7471785479871909,0.9313389682849091,0.9369152005520254,0.8836670382053864,0.8863179071120741,0.7717133287771673,0.8449819177230163,0.8379455745322926,0.7706925046586689,0.8721226501124988,0.7826078177206627,0.8533309630978267,0.8624566098258656
