UACE,NAME,POP,HOUSING,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,
07300,"Berryville, AR"," 5,057 "," 2,008 "," 10,832,198 ", 4.18 ,0.00,0.00," 1,209.13 ",
07381,"Bethel, AK"," 5,097 "," 1,756 "," 38,849,240 ", 15.00 ," 651,455 ", 0.25 , 339.81 ,
07472,"Beverly Hills--Homosassa Springs--Pine Ridge, FL"," 96,729 "," 50,309 "," 307,760,295 ", 118.83 ," 9,556,843 ", 3.69 , 814.03 ,
07508,"Big Bear, CA"," 16,498 "," 20,795 "," 41,255,479 ", 15.93 ," 552,966 ", 0.21 ," 1,035.73 ",
07530,"Big Lake, MN"," 11,868 "," 4,293 "," 14,048,035 ", 5.42 ," 2,127,152 ", 0.82 ," 2,188.06 ",
07597,"Big Pine Key, FL"," 8,441 "," 6,099 "," 21,918,342 ", 8.46 ," 658,787 ", 0.25 , 997.43 ,
07624,"Big Rapids, MI"," 10,136 "," 5,122 "," 19,019,305 ", 7.34 ," 151,973 ", 0.06 ," 1,380.29 ",
07651,"Big Spring, TX"," 28,955 "," 11,433 "," 53,464,090 ", 20.64 ," 606,612 ", 0.23 ," 1,402.68 ",
07678,"Big Stone Gap, VA"," 6,915 "," 2,830 "," 17,045,424 ", 6.58 ," 230,875 ", 0.09 ," 1,050.71 ",
07705,"Billings, MT"," 128,787 "," 57,343 "," 141,671,924 ", 54.70 ," 353,601 ", 0.14 ," 2,354.43 ",
07732,"Binghamton, NY"," 155,942 "," 72,333 "," 180,597,279 ", 69.73 ," 7,940,048 ", 3.07 ," 2,236.40 ",
07759,"Birch Bay, WA"," 15,833 "," 8,619 "," 33,814,662 ", 13.06 ," 393,048 ", 0.15 ," 1,212.71 ",
07770,"Birdsboro--Amity, PA"," 16,999 "," 6,533 "," 22,176,287 ", 8.56 ," 29,128 ", 0.01 ," 1,985.33 ",
07786,"Birmingham, AL"," 774,956 "," 346,732 "," 1,319,007,575 ", 509.27 ," 9,300,252 ", 3.59 ," 1,521.69 ",
07813,"Bisbee, AZ"," 4,637 "," 3,033 "," 8,165,838 ", 3.15 ,0.00,0.00," 1,470.73 ",
07840,"Bishop, CA"," 11,013 "," 5,104 "," 14,219,124 ", 5.49 ," 17,292 ", 0.01 ," 2,006.00 ",
07921,"Bismarck, ND"," 98,198 "," 45,189 "," 108,402,649 ", 41.85 ," 1,047,286 ", 0.40 ," 2,346.18 ",
07948,"Blackfoot, ID"," 14,231 "," 5,387 "," 19,458,927 ", 7.51 ," 459,187 ", 0.18 ," 1,894.15 ",
07975,"Black River Falls, WI"," 4,415 "," 2,155 "," 9,592,872 ", 3.70 ," 8,248 ", 0.00 ," 1,192.01 ",
08002,"Blacksburg--Christiansburg, VA"," 72,400 "," 29,193 "," 88,004,948 ", 33.98 ," 135,579 ", 0.05 ," 2,130.73 ",
08083,"Blackwell, OK"," 6,017 "," 3,186 "," 9,955,610 ", 3.84 ," 17,842 ", 0.01 ," 1,565.34 ",
08137,"Blair, NE"," 8,001 "," 3,531 "," 21,189,662 ", 8.18 ,0.00,0.00, 977.95 ,
08164,"Blairsville, PA"," 6,156 "," 3,377 "," 13,521,907 ", 5.22 ," 4,980 ", 0.00 ," 1,179.12 ",
08353,"Bloomfield, NM"," 7,841 "," 3,151 "," 16,180,989 ", 6.25 ," 87,446 ", 0.03 ," 1,255.06 ",
08380,"Bloomington, IN"," 110,103 "," 50,119 "," 111,461,459 ", 43.04 ," 13,178 ", 0.01 ," 2,558.42 ",
08407,"Bloomington--Normal, IL"," 134,100 "," 59,416 "," 130,436,714 ", 50.36 ," 571,357 ", 0.22 ," 2,662.73 ",
08434,"Bloomsburg--Berwick, PA"," 39,212 "," 17,812 "," 53,729,115 ", 20.74 ," 1,385,178 ", 0.53 ," 1,890.20 ",
08470,"Blowing Rock, NC"," 1,412 "," 2,085 "," 8,284,152 ", 3.20 ," 113,630 ", 0.04 , 441.45 ,
08515,"Bluefield, WV--VA"," 40,750 "," 20,450 "," 100,230,880 ", 38.70 ," 360,007 ", 0.14 ," 1,052.99 ",
08542,"Bluffton, IN"," 10,346 "," 4,758 "," 16,844,842 ", 6.50 ," 198,848 ", 0.08 ," 1,590.75 ",
08601,"Bluffton East--Hilton Head Island, SC"," 71,824 "," 43,742 "," 163,794,642 ", 63.24 ," 4,715,792 ", 1.82 ," 1,135.71 ",
08607,"Bluffton West, SC"," 31,096 "," 15,069 "," 60,360,788 ", 23.31 ," 87,316 ", 0.03 ," 1,334.28 ",
08623,"Blythe, CA--AZ"," 11,780 "," 5,054 "," 16,059,355 ", 6.20 ," 110,393 ", 0.04 ," 1,899.83 ",
08650,"Blytheville, AR"," 15,873 "," 7,845 "," 37,636,444 ", 14.53 ,0.00,0.00," 1,092.32 ",
08704,"Boerne, TX"," 18,320 "," 7,410 "," 24,995,790 ", 9.65 ,0.00,0.00," 1,898.26 ",
08731,"Bogalusa, LA"," 11,019 "," 5,759 "," 28,238,846 ", 10.90 ," 77,121 ", 0.03 ," 1,010.63 ",
08785,"Boise City, ID"," 433,180 "," 177,221 "," 360,604,917 ", 139.23 ," 5,022,231 ", 1.94 ," 3,111.25 ",
08812,"Bolivar, MO"," 10,324 "," 4,442 "," 15,321,678 ", 5.92 ," 21,991 ", 0.01 ," 1,745.18 ",
08866,"Bolivar, TN"," 5,281 "," 2,437 "," 12,278,310 ", 4.74 ,0.00,0.00," 1,113.97 ",
08920,"Bonham, TX"," 7,799 "," 3,341 "," 13,023,790 ", 5.03 ,0.00,0.00," 1,550.96 ",
08974,"Bonita Springs--Estero, FL"," 425,675 "," 280,947 "," 629,261,315 ", 242.96 ," 54,438,285 ", 21.02 ," 1,752.04 ",
09005,"Bonne Terre, MO"," 6,696 "," 1,946 "," 5,703,065 ", 2.20 ," 53,277 ", 0.02 ," 3,040.92 ",
09028,"Boone, IA"," 12,357 "," 5,905 "," 19,706,645 ", 7.61 ," 3,221 ", 0.00 ," 1,624.05 ",
09055,"Boone, NC"," 26,306 "," 10,905 "," 47,104,231 ", 18.19 ," 176,287 ", 0.07 ," 1,446.41 ",
09109,"Booneville, MS"," 6,438 "," 2,626 "," 16,497,866 ", 6.37 ," 27,004 ", 0.01 ," 1,010.70 ",
09163,"Boonville, IN"," 6,507 "," 2,961 "," 7,326,458 ", 2.83 ," 34,048 ", 0.01 ," 2,300.30 ",
09190,"Boonville, MO"," 8,034 "," 3,364 "," 15,083,778 ", 5.82 ," 58,042 ", 0.02 ," 1,379.49 ",
09200,"Boothbay Harbor, ME"," 3,067 "," 3,797 "," 29,076,101 ", 11.23 ," 10,829,901 ", 4.18 , 273.20 ,
09217,"Borger, TX"," 12,848 "," 6,288 "," 24,389,656 ", 9.42 ," 51,733 ", 0.02 ," 1,364.36 ",
09271,"Boston, MA--NH"," 4,382,009 "," 1,792,967 "," 4,288,728,505 "," 1,655.89 "," 185,677,268 ", 71.69 ," 2,646.32 ",
09298,"Boulder, CO"," 120,828 "," 52,204 "," 65,911,869 ", 25.45 ," 655,779 ", 0.25 ," 4,747.90 ",
09325,"Boulder City, NV"," 14,181 "," 7,164 "," 14,826,356 ", 5.72 ,0.00,0.00," 2,477.25 ",
09352,"Bowie, TX"," 5,419 "," 2,490 "," 11,176,169 ", 4.32 ," 46,255 ", 0.02 ," 1,255.81 ",
09379,"Bowling Green, KY"," 97,814 "," 41,874 "," 135,135,616 ", 52.18 ," 760,052 ", 0.29 ," 1,874.69 ",
09433,"Bowling Green, OH"," 30,989 "," 12,956 "," 29,366,514 ", 11.34 ," 165,541 ", 0.06 ," 2,733.08 ",
09460,"Box Elder, SD"," 11,386 "," 4,162 "," 15,755,001 ", 6.08 ,0.00,0.00," 1,871.76 ",
09487,"Boyne City, MI"," 3,990 "," 2,708 "," 13,768,973 ", 5.32 ," 172,067 ", 0.07 , 750.53 ,
09514,"Bozeman, MT"," 59,080 "," 26,060 "," 55,406,356 ", 21.39 ," 137,703 ", 0.05 ," 2,761.71 ",
09536,"Bradenton--Sarasota--Venice, FL"," 779,075 "," 447,842 "," 1,047,084,870 ", 404.28 ," 102,433,799 ", 39.55 ," 1,927.06 ",
09541,"Bradford, PA--NY"," 11,182 "," 4,980 "," 14,874,372 ", 5.74 ," 289,937 ", 0.11 ," 1,947.06 ",
09568,"Brady, TX"," 4,887 "," 2,528 "," 7,577,027 ", 2.93 ," 19,525 ", 0.01 ," 1,670.48 ",
09622,"Brainerd, MN"," 20,687 "," 9,316 "," 41,800,334 ", 16.14 ," 2,606,175 ", 1.01 ," 1,281.79 ",
09649,"Brandon, SD"," 10,959 "," 4,021 "," 12,126,940 ", 4.68 ," 6,506 ", 0.00 ," 2,340.55 ",
09676,"Branson, MO"," 28,640 "," 16,198 "," 90,219,202 ", 34.83 ," 1,146,904 ", 0.44 , 822.19 ,
09703,"Brattleboro, VT"," 10,285 "," 5,500 "," 14,831,844 ", 5.73 ," 101,337 ", 0.04 ," 1,796.00 ",
09730,"Brawley, CA"," 26,270 "," 8,559 "," 12,336,787 ", 4.76 ,0.00,0.00," 5,515.13 ",
09757,"Brazil, IN"," 10,587 "," 4,722 "," 17,102,535 ", 6.60 ," 49,727 ", 0.02 ," 1,603.28 ",
09801,"Breaux Bridge, LA"," 17,542 "," 7,559 "," 55,075,902 ", 21.26 ," 797,786 ", 0.31 , 824.93 ,
09811,"Breckenridge, CO"," 8,725 "," 10,276 "," 28,879,151 ", 11.15 ,0.00,0.00, 782.49 ,
09838,"Breckenridge, TX"," 5,455 "," 2,639 "," 12,554,020 ", 4.85 ," 9,818 ", 0.00 ," 1,125.41 ",
09865,"Breese, IL"," 4,637 "," 2,036 "," 6,068,055 ", 2.34 ,0.00,0.00," 1,979.18 ",
09892,"Bremen, GA"," 7,327 "," 2,944 "," 19,104,846 ", 7.38 ," 20,518 ", 0.01 , 993.30 ,
09946,"Bremerton, WA"," 224,449 "," 91,973 "," 380,494,577 ", 146.91 ," 82,515,494 ", 31.86 ," 1,527.80 ",
09973,"Brenham, TX"," 17,395 "," 7,340 "," 26,583,191 ", 10.26 ," 79,918 ", 0.03 ," 1,694.79 ",
10027,"Brevard, NC"," 13,059 "," 6,580 "," 35,797,279 ", 13.82 ," 9,489 ", 0.00 , 944.84 ,
10081,"Brewton, AL"," 6,371 "," 3,060 "," 16,207,531 ", 6.26 ," 52,981 ", 0.02 ," 1,018.10 ",
10162,"Bridgeport--Stamford, CT--NY"," 916,408 "," 367,076 "," 1,028,982,132 ", 397.29 ," 28,182,017 ", 10.88 ," 2,306.63 ",
10189,"Bridgeton, NJ"," 35,666 "," 10,832 "," 31,504,765 ", 12.16 ," 480,612 ", 0.19 ," 2,932.08 ",
10243,"Brigham City, UT"," 25,827 "," 8,992 "," 26,251,248 ", 10.14 ," 6,306 ", 0.00 ," 2,548.13 ",
10351,"Bristol, TN--VA"," 70,638 "," 34,040 "," 177,897,747 ", 68.69 ," 460,219 ", 0.18 ," 1,028.41 ",
10405,"Broadway--Timberville, VA"," 7,188 "," 2,960 "," 9,320,100 ", 3.60 ," 73,819 ", 0.03 ," 1,997.49 ",
10418,"Brockport, NY"," 13,079 "," 5,554 "," 16,638,508 ", 6.42 ," 138,614 ", 0.05 ," 2,035.91 ",
10567,"Brookfield, MO"," 3,869 "," 2,034 "," 8,320,578 ", 3.21 ," 23,046 ", 0.01 ," 1,204.32 ",
10594,"Brookhaven, MS"," 10,152 "," 4,815 "," 25,989,578 ", 10.03 ," 59,304 ", 0.02 ," 1,011.70 ",
10621,"Brookings, OR"," 11,294 "," 5,996 "," 18,517,726 ", 7.15 ," 329,587 ", 0.13 ," 1,579.64 ",
10648,"Brookings, SD"," 23,674 "," 10,132 "," 28,744,518 ", 11.10 ,0.00,0.00," 2,133.12 ",
10729,"Brooksville, FL"," 12,128 "," 6,436 "," 21,627,985 ", 8.35 ," 255,566 ", 0.10 ," 1,452.35 ",
10783,"Brookville, OH"," 6,372 "," 2,960 "," 10,555,766 ", 4.08 ,0.00,0.00," 1,563.45 ",
10810,"Brookville, PA"," 4,644 "," 2,228 "," 9,426,440 ", 3.64 ," 211,981 ", 0.08 ," 1,275.98 ",
10837,"Brownfield, TX"," 8,264 "," 3,524 "," 11,284,096 ", 4.36 ," 31,039 ", 0.01 ," 1,896.80 ",
10891,"Browns Mills, NJ"," 27,234 "," 9,507 "," 44,879,147 ", 17.33 ," 1,472,716 ", 0.57 ," 1,571.68 ",
10945,"Brownsville, TN"," 9,621 "," 4,472 "," 19,132,118 ", 7.39 ,0.00,0.00," 1,302.43 ",
10972,"Brownsville, TX"," 216,444 "," 73,165 "," 160,844,426 ", 62.10 ," 6,262,482 ", 2.42 ," 3,485.28 ",
10999,"Brownwood, TX"," 21,562 "," 9,768 "," 35,064,966 ", 13.54 ,0.00,0.00," 1,592.62 ",
11026,"Brunswick--St. Simons, GA"," 68,750 "," 34,174 "," 152,826,893 ", 59.01 ," 3,458,577 ", 1.34 ," 1,165.12 ",
11040,"Brunswick, ME"," 31,361 "," 15,015 "," 69,300,445 ", 26.76 ," 4,009,090 ", 1.55 ," 1,172.06 ",
11053,"Brunswick, MD"," 8,269 "," 3,231 "," 9,426,826 ", 3.64 ," 5,156 ", 0.00 ," 2,271.88 ",
11080,"Brush, CO"," 5,568 "," 2,242 "," 6,527,711 ", 2.52 ,0.00,0.00," 2,209.21 ",
11107,"Bryan, OH"," 9,238 "," 4,406 "," 13,146,751 ", 5.08 ," 18,376 ", 0.01 ," 1,819.94 ",
11127,"Buchanan, MI"," 5,640 "," 2,661 "," 10,749,925 ", 4.15 ," 136,037 ", 0.05 ," 1,358.85 ",
11134,"Buckeye, AZ"," 23,897 "," 7,659 "," 20,154,863 ", 7.78 ,0.00,0.00," 3,070.87 ",
11139,"Buckeye North, AZ"," 6,796 "," 3,928 "," 7,276,729 ", 2.81 ,0.00,0.00," 2,418.88 ",
11161,"Buckhannon, WV"," 8,547 "," 3,964 "," 16,862,809 ", 6.51 ,0.00,0.00," 1,312.75 ",
11215,"Bucyrus, OH"," 11,772 "," 5,827 "," 17,757,877 ", 6.86 ," 1,247 ", 0.00 ," 1,716.95 ",
11235,"Buellton, CA"," 5,161 "," 2,030 "," 4,125,973 ", 1.59 ," 1,684 ", 0.00 ," 3,239.70 ",
11242,"Buena Vista, CO"," 5,038 "," 2,075 "," 13,308,287 ", 5.14 ," 88,623 ", 0.03 , 980.47 ,
11269,"Buena Vista, VA"," 6,603 "," 2,937 "," 10,478,258 ", 4.05 ," 1,846 ", 0.00 ," 1,632.11 ",
11296,"Buffalo, MN"," 16,439 "," 6,385 "," 21,188,068 ", 8.18 ," 3,132,787 ", 1.21 ," 2,009.47 ",
11350,"Buffalo, NY"," 948,864 "," 442,770 "," 881,897,337 ", 340.50 ," 7,944,757 ", 3.07 ," 2,786.66 ",
11377,"Buffalo, WY"," 4,516 "," 2,316 "," 8,502,865 ", 3.28 ," 1,106 ", 0.00 ," 1,375.58 ",
11420,"Buies Creek--Lillington, NC"," 7,391 "," 2,930 "," 18,495,972 ", 7.14 ," 111,755 ", 0.04 ," 1,034.96 ",
11431,"Bullhead City, AZ--NV"," 54,396 "," 30,618 "," 91,669,615 ", 35.39 ," 1,447,784 ", 0.56 ," 1,536.88 ",
11593,"Burkburnett, TX"," 10,449 "," 4,632 "," 16,787,734 ", 6.48 ,0.00,0.00," 1,612.06 ",
11620,"Burley, ID"," 17,741 "," 6,631 "," 24,724,005 ", 9.55 ," 1,800,922 ", 0.70 ," 1,858.48 ",
11674,"Burlington, IA--IL"," 28,447 "," 14,251 "," 54,690,492 ", 21.12 ," 226,333 ", 0.09 ," 1,347.17 ",
11728,"Burlington, NC"," 145,311 "," 61,970 "," 238,325,399 ", 92.02 ," 2,050,931 ", 0.79 ," 1,579.16 ",
11755,"Burlington, VT"," 118,032 "," 52,015 "," 160,616,181 ", 62.01 ," 2,579,671 ", 1.00 ," 1,903.30 ",
11782,"Burlington, WI"," 24,086 "," 10,643 "," 32,916,138 ", 12.71 ," 3,193,675 ", 1.23 ," 1,895.19 ",
11809,"Burnet, TX"," 5,001 "," 2,223 "," 9,249,642 ", 3.57 ," 53,670 ", 0.02 ," 1,400.33 ",
11863,"Burns, OR"," 4,169 "," 2,058 "," 7,820,019 ", 3.02 ,0.00,0.00," 1,380.77 ",
11872,"Burnt Store Marina, FL"," 4,191 "," 3,220 "," 11,047,450 ", 4.27 ," 825,900 ", 0.32 , 982.55 ,
11890,"Bushnell, FL"," 3,664 "," 2,061 "," 7,310,388 ", 2.82 ,0.00,0.00," 1,298.11 ",
11998,"Butler, PA"," 37,954 "," 18,787 "," 73,718,593 ", 28.46 ," 382,000 ", 0.15 ," 1,333.45 ",
12052,"Butte-Silver Bow, MT"," 30,258 "," 15,141 "," 39,593,452 ", 15.29 ,0.00,0.00," 1,979.31 ",
12079,"Byron, IL"," 5,625 "," 2,301 "," 8,606,615 ", 3.32 ," 672,655 ", 0.26 ," 1,692.73 ",
12106,"Byron, MN"," 6,341 "," 2,398 "," 7,995,614 ", 3.09 ,0.00,0.00," 2,054.02 ",
12160,"Cadillac, MI"," 12,208 "," 6,140 "," 28,133,532 ", 10.86 ," 5,038,611 ", 1.95 ," 1,123.88 ",
12241,"Cairo, GA"," 10,346 "," 4,422 "," 20,753,105 ", 8.01 ," 230,628 ", 0.09 ," 1,291.18 ",
12430,"Calexico, CA"," 38,491 "," 10,793 "," 14,011,734 ", 5.41 ,0.00,0.00," 7,114.84 ",
12457,"Calhoun, GA"," 23,066 "," 9,099 "," 52,812,371 ", 20.39 ," 143,355 ", 0.06 ," 1,131.19 ",
12538,"California--Brownsville, PA"," 10,185 "," 4,994 "," 15,670,451 ", 6.05 ," 1,275,094 ", 0.49 ," 1,683.36 ",
12646,"Calistoga, CA"," 5,173 "," 2,376 "," 5,924,115 ", 2.29 ," 46,827 ", 0.02 ," 2,261.60 ",
12655,"Calumet, MI"," 5,112 "," 2,927 "," 6,433,208 ", 2.48 ," 36,824 ", 0.01 ," 2,058.07 ",
12754,"Camarillo, CA"," 76,338 "," 30,143 "," 58,220,217 ", 22.48 ," 42,884 ", 0.02 ," 3,395.98 ",
12781,"Cambria, CA"," 5,478 "," 3,924 "," 7,082,942 ", 2.73 ,0.00,0.00," 2,003.12 ",
12808,"Cambridge, MD"," 14,978 "," 7,425 "," 22,406,432 ", 8.65 ," 361,745 ", 0.14 ," 1,731.33 ",
12835,"Cambridge, MN"," 10,128 "," 4,196 "," 15,386,802 ", 5.94 ," 590,016 ", 0.23 ," 1,704.80 ",
12862,"Cambridge, OH"," 14,427 "," 7,367 "," 28,426,819 ", 10.98 ," 128,898 ", 0.05 ," 1,314.45 ",
12916,"Camden, AR"," 9,873 "," 5,192 "," 28,620,569 ", 11.05 ,0.00,0.00, 893.45 ,
12943,"Camden, ME"," 4,660 "," 2,959 "," 10,532,475 ", 4.07 ," 307,306 ", 0.12 ," 1,145.92 ",
13010,"Camden--Lugoff, SC"," 30,655 "," 13,337 "," 89,711,864 ", 34.64 ," 666,897 ", 0.26 , 885.01 ,
13024,"Camdenton, MO"," 5,849 "," 3,481 "," 22,974,321 ", 8.87 ,0.00,0.00, 659.38 ,
13051,"Cameron, MO"," 8,450 "," 2,882 "," 11,673,085 ", 4.51 ," 84,707 ", 0.03 ," 1,874.86 ",
13078,"Cameron, TX"," 5,151 "," 2,221 "," 9,070,934 ", 3.50 ,0.00,0.00," 1,470.74 ",
13132,"Camilla, GA"," 5,270 "," 2,350 "," 12,286,059 ", 4.74 ," 34,608 ", 0.01 ," 1,110.95 ",
13159,"Campbellsville, KY"," 12,789 "," 5,547 "," 21,990,766 ", 8.49 ," 308,844 ", 0.12 ," 1,506.24 ",
13170,"Camp Verde, AZ"," 5,759 "," 2,649 "," 13,472,196 ", 5.20 ,0.00,0.00," 1,107.15 ",
13186,"Canajoharie--Fort Plain, NY"," 5,278 "," 2,706 "," 10,409,101 ", 4.02 ," 374,306 ", 0.14 ," 1,313.27 ",
13213,"Canandaigua, NY"," 18,049 "," 9,873 "," 33,853,136 ", 13.07 ," 106,257 ", 0.04 ," 1,380.87 ",
13217,"Canastota, NY"," 5,616 "," 2,550 "," 9,753,228 ", 3.77 ," 13,771 ", 0.01 ," 1,491.34 ",
13221,"Canby, OR"," 19,055 "," 7,104 "," 15,275,091 ", 5.90 ," 4,632 ", 0.00 ," 3,230.90 ",
13267,"Cañon City, CO"," 24,737 "," 11,117 "," 41,230,887 ", 15.92 ," 31,525 ", 0.01 ," 1,553.90 ",
13294,"Canton, IL"," 13,177 "," 5,828 "," 14,045,059 ", 5.42 ,0.00,0.00," 2,429.91 ",
13321,"Canton, MS"," 26,257 "," 10,461 "," 61,401,387 ", 23.71 ," 4,007,630 ", 1.55 ," 1,107.55 ",
13348,"Canton, NY"," 6,812 "," 1,815 "," 5,744,799 ", 2.22 ," 237,068 ", 0.09 ," 3,071.13 ",
13361,"Canton, NC"," 8,812 "," 4,109 "," 22,978,340 ", 8.87 ," 16,069 ", 0.01 , 993.24 ,
13375,"Canton, OH"," 295,319 "," 132,970 "," 466,699,663 ", 180.19 ," 3,240,890 ", 1.25 ," 1,638.90 ",
13456,"Canyon, TX"," 16,171 "," 6,999 "," 18,970,245 ", 7.32 ," 67,565 ", 0.03 ," 2,207.81 ",
13483,"Canyon Lake, TX"," 7,918 "," 4,615 "," 23,917,432 ", 9.23 ," 39,897 ", 0.02 , 857.43 ,
13510,"Cape Coral, FL"," 599,242 "," 316,907 "," 859,359,686 ", 331.80 ," 101,715,750 ", 39.27 ," 1,806.03 ",
13537,"Cape Girardeau, MO--IL"," 55,546 "," 24,822 "," 80,851,552 ", 31.22 ," 121,519 ", 0.05 ," 1,779.35 ",
13564,"Carbondale, CO"," 7,361 "," 2,887 "," 6,832,951 ", 2.64 ,0.00,0.00," 2,790.14 ",
13591,"Carbondale, IL"," 31,488 "," 17,666 "," 56,111,366 ", 21.66 ," 1,285,073 ", 0.50 ," 1,453.42 ",
13699,"Carlinville, IL"," 5,602 "," 2,533 "," 7,737,210 ", 2.99 ,0.00,0.00," 1,875.24 ",
13807,"Carlsbad, NM"," 34,442 "," 14,802 "," 50,439,506 ", 19.47 ," 658,851 ", 0.25 ," 1,768.54 ",
13861,"Carmi, IL"," 5,067 "," 2,539 "," 6,856,255 ", 2.65 ," 52,256 ", 0.02 ," 1,914.09 ",
13915,"Caro, MI"," 5,383 "," 2,567 "," 11,767,016 ", 4.54 ,0.00,0.00," 1,184.83 ",
13969,"Carrizo Springs, TX"," 5,615 "," 2,470 "," 10,973,849 ", 4.24 ," 32,947 ", 0.01 ," 1,325.22 ",
13996,"Carroll, IA"," 10,150 "," 4,769 "," 12,863,981 ", 4.97 ,0.00,0.00," 2,043.56 ",
14023,"Carrollton, GA"," 38,385 "," 14,836 "," 89,140,581 ", 34.42 ," 1,613,880 ", 0.62 ," 1,115.28 ",
14050,"Carrollton, KY"," 5,471 "," 2,398 "," 9,107,568 ", 3.52 ," 61,320 ", 0.02 ," 1,555.83 ",
14158,"Carson City, NV"," 61,629 "," 26,356 "," 67,818,880 ", 26.19 ," 169,053 ", 0.07 ," 2,353.60 ",
14185,"Cartersville, GA"," 52,351 "," 20,867 "," 115,053,727 ", 44.42 ," 91,238 ", 0.04 ," 1,178.48 ",
14266,"Carthage, MO"," 16,260 "," 6,432 "," 22,231,408 ", 8.58 ,0.00,0.00," 1,894.31 ",
14293,"Carthage, NY"," 5,160 "," 2,551 "," 6,419,965 ", 2.48 ," 2,451 ", 0.00 ," 2,081.68 ",
14347,"Carthage, TX"," 6,328 "," 2,841 "," 19,322,282 ", 7.46 ," 15,541 ", 0.01 , 848.21 ,
14374,"Caruthersville, MO"," 5,319 "," 2,582 "," 8,416,322 ", 3.25 ," 2,773 ", 0.00 ," 1,636.84 ",
14401,"Casa Grande, AZ"," 50,981 "," 22,577 "," 55,593,619 ", 21.46 ,0.00,0.00," 2,375.10 ",
14482,"Casper, WY"," 67,751 "," 31,193 "," 72,204,393 ", 27.88 ," 858,175 ", 0.33 ," 2,430.24 ",
14563,"Castle Rock, CO"," 85,350 "," 31,345 "," 92,478,222 ", 35.71 ," 15,254 ", 0.01 ," 2,390.35 ",
14600,"Castroville--Prunedale, CA"," 12,334 "," 3,180 "," 8,754,100 ", 3.38 ," 222,990 ", 0.09 ," 3,649.14 ",
14644,"Catskill, NY"," 7,012 "," 3,733 "," 16,633,988 ", 6.42 ," 225,648 ", 0.09 ," 1,091.80 ",
14698,"Cedar City, UT"," 40,899 "," 14,337 "," 47,391,148 ", 18.30 ,0.00,0.00," 2,235.18 ",
14752,"Cedar Rapids, IA"," 192,844 "," 86,125 "," 222,816,547 ", 86.03 ," 2,436,556 ", 0.94 ," 2,241.59 ",
14806,"Cedartown, GA"," 12,833 "," 5,133 "," 24,785,042 ", 9.57 ," 75,977 ", 0.03 ," 1,341.02 ",
14860,"Celina, OH"," 12,035 "," 5,519 "," 15,764,453 ", 6.09 ," 181,760 ", 0.07 ," 1,977.27 ",
14887,"Center, TX"," 5,123 "," 2,271 "," 17,564,522 ", 6.78 ," 18,192 ", 0.01 , 755.42 ,
14914,"Centerville, IA"," 5,269 "," 2,724 "," 9,012,668 ", 3.48 ," 69,284 ", 0.03 ," 1,514.16 ",
14960,"Central City, KY"," 5,767 "," 2,242 "," 11,082,153 ", 4.28 ," 9,017 ", 0.00 ," 1,347.79 ",
15022,"Centralia, IL"," 15,301 "," 7,386 "," 25,414,515 ", 9.81 ," 60,073 ", 0.02 ," 1,559.32 ",
15076,"Centralia, WA"," 42,338 "," 16,951 "," 78,706,156 ", 30.39 ," 809,598 ", 0.31 ," 1,393.22 ",
15130,"Chadron, NE"," 4,930 "," 2,213 "," 5,969,800 ", 2.30 ,0.00,0.00," 2,138.87 ",
15184,"Chambersburg, PA"," 50,094 "," 21,787 "," 89,808,865 ", 34.68 ," 24,541 ", 0.01 ," 1,444.66 ",
15211,"Champaign, IL"," 147,452 "," 68,225 "," 120,497,761 ", 46.52 ," 975,880 ", 0.38 ," 3,169.34 ",
15265,"Chanute, KS"," 8,710 "," 4,112 "," 15,017,907 ", 5.80 ," 27,515 ", 0.01 ," 1,502.13 ",
15300,"Chapin, SC"," 5,701 "," 2,238 "," 16,377,654 ", 6.32 ," 26,954 ", 0.01 , 901.57 ,
15319,"Chardon, OH"," 6,454 "," 3,062 "," 13,530,825 ", 5.22 ," 49,967 ", 0.02 ," 1,235.39 ",
15373,"Charles City, IA"," 7,255 "," 3,684 "," 10,575,577 ", 4.08 ," 179,033 ", 0.07 ," 1,776.77 ",
15400,"Charleston, IL"," 17,415 "," 8,399 "," 20,079,870 ", 7.75 , 735 , 0.00 ," 2,246.26 ",
15481,"Charleston, WV"," 140,958 "," 71,602 "," 240,667,742 ", 92.92 ," 20,628,176 ", 7.96 ," 1,516.94 ",
15508,"Charleston, SC"," 684,773 "," 305,541 "," 878,170,419 ", 339.06 ," 18,026,428 ", 6.96 ," 2,019.60 ",
15535,"Charlestown, IN"," 6,696 "," 2,881 "," 10,428,023 ", 4.03 ," 37,520 ", 0.01 ," 1,663.07 ",
15589,"Charlestown, RI"," 4,348 "," 3,712 "," 16,371,972 ", 6.32 ," 3,289,121 ", 1.27 , 687.84 ,
15616,"Charlevoix, MI"," 3,777 "," 3,092 "," 10,479,037 ", 4.05 ," 319,731 ", 0.12 , 933.52 ,
15643,"Charlotte, MI"," 13,026 "," 5,569 "," 21,856,825 ", 8.44 ," 443,339 ", 0.17 ," 1,543.55 ",
15670,"Charlotte, NC--SC"," 1,379,873 "," 576,259 "," 1,703,212,422 ", 657.61 ," 26,670,624 ", 10.30 ," 2,098.30 ",
