NTD ID,Agency Name,City,State,Primary UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00001,King County (KCM) - Metro Transit Department,Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.7200266537141344,0.824263874589761,0.8190291877769972,0.8400862598760906,0.818284554077247,0.7883738781910926,0.7346653195355146,0.8560931871529273,0.7116409520356954,0.8340105352089339,0.901846937373053,0.7738542027992178,0.7772083299983926,0.6335923143381192,0.8629480215363392,0.8936106265367526,0.8806467901885334,0.8443780020408908,0.8407982723220992,0.8720277237879384,0.687734170960532,0.7764695961662298,0.8581323895082117,0.8467926836538273,0.8013862911725156,0.7243434209009199,0.8077966519051537,0.7015546971489941,0.798856662641048,0.8871029871010696,0.8588225136170227,0.856705810838322,0.8771836853973017
00003,Pierce County Transportation Benefit Area Authority,Lakewood,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.7326891446872985,0.6034239633804102,0.8428995167963759,0.8026051510980473,0.8045328967776628,0.8595876127855019,0.7464714869150014,0.7330611790873299,0.7399158627622267,0.638448012585347,0.9122643978071462,0.8363058321781011,0.9209354550348411,0.781867383104859,0.7949341063477743,0.8577391249643987,0.8278307114301827,0.8215995967708093,0.8917772394136707,0.8952293162951726,0.9347112847945546,0.9443298707228573,0.9048110060561365,0.873755698333714,0.8662970089047303,0.8988119962553114,0.9080475775227654,0.8105896459978333,0.8143579973267141,0.859601639545767,0.7000835048991031,0.7572367898131098,0.8228746822253977
00005,City of Everett (ET),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.6311685417110501,0.7637373065038456,0.8086841621095563,0.8793932090120061,0.9597665924528203,0.8502083608993016,0.7552010999310278,0.9356661438612458,0.47447547317638633,0.40773186104596765,0.26437504284252816,0.5785471614939116,0.8589872808062234,0.9804729695212715,0.9528674084216763,0.7499783444377633,0.7602409753707038,0.9073064416773614,0.8044890381217081,0.9758052912599167,0.88998527088877,0.9294538671626011,0.7571841034847847,0.9936375912159591,0.9850962836046478,0.9643509596237623,0.8692842323384964,0.7991385786835452,0.7851180110399397,0.8615188786828568,0.8945724807274646,0.9617918950632697,0.688837831199031
00023,City of Seattle (SMS),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.6399434003250358,0.8826753323798803,0.9586952046601424,1.0,1.0,1.0,0.8674503579607897,1.0,1.0,1.0,1.0,0.6738713071902741,1.0,1.0,1.0,0.3474665007511723,0.7302317782944054,1.0,0.5620309858993784,0.8498554562520737,0.8386611620359018,0.855607399479894,0.8562237701770838,0.9508407829559423,0.8966665001437019,0.9544603095128117,0.948739114986034,0.8297795549454575,0.9114635768167565,0.5878681241545414,0.3404539917059805,0.7444755644539411,0.9349293746119748
00028,County of Pierce,Tacoma,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.9978537352583094,0.8356200427773802,0.17304313015115103,0.2504333031538265,0.6997610921501707,0.8913321128129862,0.2126435412350048,0.570509581728177,0.9496010344977446,0.9970223302115578,0.8949662152301451,0.9915665431212058,0.9418739689029243,0.5856975281568867,0.4078932530641985,0.196361615447363,0.938284258016561,1.0,0.9632080218827602,0.9934533845965658,0.9448377887303181,0.8114289660628016,0.9655756079376414,0.8288015537298473,0.9033233654585953,0.9005640579143097,0.8180972357181566,0.70795006407968,0.9679985839366414,0.9275722302839967,1.0,0.8994037275466069,0.9769921351954862
00029,Snohomish County Public Transportation Benefit Area Corporation (CT),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.8120161538749274,0.9792323666814731,0.9625606899137719,0.9648131401533837,0.8198757681419033,0.9379224848496578,0.8976447822865242,0.7438332228254761,0.9055290504401908,0.8147662334017506,0.9761856670729676,0.998107649374194,0.7670585307335382,0.9225447006169832,0.7632875815815866,0.9176351466415026,0.8072354062501708,0.7579448662859655,0.7398969197949752,0.7885651745437711,0.7982392315923365,0.9327367316492213,0.8422596695124197,0.9020787908416742,0.7442153669947662,0.8127575122106226,0.6715041962386815,0.7125380561523538,0.7426577291576264,0.8283170918186511,0.6945776157972388,0.7719217398986737,0.7084482782603699
00035,Washington State Ferries (WSF),Olympia,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.7386581258316407,0.6349476187913702,0.6440536113147006,0.5772559863144704,0.6201287580019734,0.5806984750077642,0.49216738456748954,0.5721904386660643,0.5333139043855923,0.569653349046886,0.7362992926357793,0.6800817795639096,0.6543127300573731,0.6924898597619539,0.6109539870883499,0.676668994435014,0.6894107344486587,0.780830824687098,0.7060313056331875,0.6130710395525168,0.5875431785281873,0.7342117296647057,0.6041203391620867,0.636938850394627,0.6567198426876159,0.5771434404754625,0.6119865717748388,0.58777494956532,0.6156259282463681,0.6306060763076125,0.6742644364675691,0.68685204004638,0.6924354356777565
00040,Central Puget Sound Regional Transit Authority (ST),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,,,,,,,,,0.12429646620944182,0.16092787969768488,0.2339822689563986,0.2972653184656685,0.17543743234044046,0.16783294481482125,0.1597828819908287,0.14490325004657711,0.16136805002501267,0.22180725515665692,0.3118662560301599,0.34331121069465137,0.30748208084889905,0.29523732145293896,0.2706685616156995,0.22650108361463747,0.21386862811277083,0.233931485527688,0.17647688172704779,0.1833278941855565,0.18488395300051205,0.1785459047397802,0.2025215515309395,0.22301273532818439,0.24581959035446543
00002,Spokane Transit Authority (STA),Spokane,WA,"Spokane, WA",83764,171.67,447279,0.8188513318427597,0.8702185399267176,0.8696912828099421,0.6498875103126969,0.8032785320777661,0.9565725684831191,0.7906362640673579,0.9639830172936198,0.9713433475119349,0.9372848907748978,0.889296633302738,0.901801866958246,0.7785946207625686,0.9001455469454521,0.8430983678265938,0.816631634231904,0.7786420158325305,0.8351544173323058,0.8504377889454016,0.8771460540472115,0.8982230055165003,0.8072667923126895,0.8989115026327998,0.8403663689151546,0.8329851226289535,0.820497906915694,0.8187976771612402,0.738043793696638,0.7382954102041152,0.7507187466360368,0.5714106756299336,0.7007761735727561,0.6722379884396105
00006,City of Yakima (YT),Yakima,WA,"Yakima, WA",97507,55.77,133145,0.7416797269826128,0.7413670369014485,0.5645446538925103,0.7062336140857726,0.9865165360008946,0.984852531887671,0.9124163798951185,0.94580624660849,0.8224706984662091,0.9886112181847082,0.9497904795880578,0.6532892032888771,0.9572193802066399,0.8226366760876543,0.9237510507485943,0.7338701077922123,0.997739796678232,0.7916909318287453,0.91854722894148,0.7712361810444917,0.9469286265273016,0.9645781624193054,0.9783643163872425,0.8246706083584738,0.9978195165924427,0.7851597940148822,0.7926707630115554,0.9770370218532146,0.9440130725341064,0.9985797542971193,0.9964230235438626,0.6333720422772204,0.6804449369387814
