NTD ID,Agency Name,City,State,Primary UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
00001,King County (KCM) - Metro Transit Department,Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.9227926584789109,0.9563133247327917,0.9380024137376625,0.9414975825766545,0.9496598059242521,0.8797484868500293,0.8359114441862221,0.8948059068166768,0.8298647245100678,0.8639396528186206,0.8923446865769011,0.8646279902454244,0.8730662512539878,0.8343301492983513,0.8367315170130123,0.8723416092775752,0.8848373698496197,0.8482205471655683,0.8170992048541115,0.8888624307502405,0.7714160197849639,0.8554822446872953,0.8920769997464758,0.9203435088678166,0.8631418724404533,0.8564921846671676,0.9122049092491652,0.849433934138356,0.9201189334381004
00003,Pierce County Transportation Benefit Area Authority,Lakewood,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.8626407073103558,0.8669809478743252,0.9080579254245905,0.5249252435093836,0.46458338704201996,0.5652626791591681,0.5132091295629376,0.54239028570109,0.5680287240099473,0.6904038547551117,0.8226218222649396,0.30569605506945974,0.33015829084086856,0.27294842028829613,0.28614335855309936,0.32665189466949424,0.36328207546692504,0.3513238519124767,0.3578580841675391,0.8604956809737577,0.8879255475240172,0.8853637838275752,0.851803895157516,0.8496769099542698,0.9114204282503411,0.9012774144226935,0.9615641534503533,0.9008034847201448,0.8984328195192842
00005,City of Everett (ET),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.9386260051477981,0.8827554633424209,0.9405225114664997,0.8758419328944427,0.9680422420467788,0.8620861366250271,0.7757765189559263,0.9487960354849643,0.5375818762543693,0.43072035327369174,0.410919781798839,0.8858713732657197,0.7160831024810939,0.8889253960802935,0.967896139710476,0.8009412474703116,0.8034882599066229,0.9743638777406087,0.7038828172335461,0.9305275736707739,0.8449557805820457,0.8742507056731055,0.7648362630638275,0.9243067920625342,0.9411257367062854,0.9299005974512732,0.9203099264153005,0.7829690157008053,0.7495790038903186
00023,City of Seattle (SMS),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.998491479878353,1.0,1.0,1.0,1.0,1.0,0.8674503579607897,1.0,1.0,1.0,1.0,0.7121517710436203,1.0,1.0,1.0,0.3474665007511723,0.7302317782944054,1.0,0.5620309858993784,0.8498554562520737,0.8386611620359018,0.8844858189052403,0.8849789132039269,0.9508407829559423,0.9173330787621937,0.9635682035351737,0.9589912919888273,0.863823798194641,0.929170818077756
00028,County of Pierce,Tacoma,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.80165274141886,0.6848287808446639,0.49906041396788103,0.2610260651338525,0.5961287176986836,0.8668075134617471,0.3721958553193998,0.5280112775623429,0.9091829714586533,0.6880081747207857,0.7698847328838426,0.9218215451842152,0.8786089847855898,0.8731488096129969,0.5701382136189884,0.842755851956609,0.7278653665342474,0.7845867411901996,0.7590774873311095,0.740321786314188,0.9448377887303181,0.9602731269837723,0.6807325740841034,0.669675153899746,0.7056154961656769,0.7809011016721271,0.5678571391134717,0.6059085956156564,0.6905108331050347
00029,Snohomish County Public Transportation Benefit Area Corporation (CT),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.5596357673562071,0.6825223031294739,0.5798370317395012,0.5902352895797748,0.5628234970699268,0.5872379788784584,0.5862276343709213,0.4941942298467949,0.5986075312764367,0.7685289806369694,0.8768342272378429,0.3532181120503235,0.21658036680651746,0.28056885374290497,0.3396651359213669,0.9263253016627566,0.9347239038467692,0.8322208753811232,0.7904736447852503,0.8186799405578051,0.7765519908102942,0.8684377626327618,0.8551850064407734,0.9220576393351407,0.7893938484074949,0.9086445872807062,0.8382814081868443,0.7973115195715207,0.8041526260328449
00035,Washington State Ferries (WSF),Olympia,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.6073020842344392,0.4592128505481194,0.6440536113147006,0.38675271215050533,0.448126768790795,0.3927859412044338,0.3204728367226656,0.37028992805463723,0.36557416114848845,0.36111747190095356,0.5859659491623533,0.46305915562366884,0.5017523696087433,0.5665949268246453,0.4837242400177498,0.4999323435027474,0.4984755583833259,0.5268257675897279,0.47039625758011644,0.4481060641319567,0.39706419717853636,0.4982806430240859,0.42798665616500936,0.4516747502961695,0.4899773085719061,0.4368551609386808,0.47767610357320556,0.4331584053746334,0.44932608400364143
00002,Spokane Transit Authority (STA),Spokane,WA,"Spokane, WA",83764,171.67,447279,0.8826675031668281,0.8835589300108128,0.9560830804367678,0.8734685030766055,0.962466721579707,0.9819662180904714,0.8395826203315804,0.9505503917258694,0.9731748142682223,0.7613390833938583,0.9025005632638038,0.8868307447597481,0.79832446179878,0.6748886257993675,0.7446731388867331,0.6940789268567544,0.8020436959762064,0.8716844023486072,0.7431264690429278,0.7862107272385374,0.7999247353203169,0.8315135208605575,0.8135757588158005,0.7872493317037333,0.8325014475370693,0.847820872855023,0.776534469821227,0.7963031565388915,0.7582325599095854
00006,City of Yakima (YT),Yakima,WA,"Yakima, WA",97507,55.77,133145,0.7563020756438357,0.8363095748985372,0.8607290039358073,0.9163663941437742,0.8553871190414672,0.8728073398644409,0.8597027147290871,0.9305196412868041,0.9200694429242547,0.9394761067008254,0.607307001730309,0.8064194427349609,0.7486387230406323,0.7898743433362823,0.5647118578260268,0.7669543259122295,0.698705136856376,0.784629082415275,0.7122572310431081,0.5561090984640171,0.73965636279705,0.7445899396671994,0.6773988340929574,0.7071218282321725,0.6771085324699628,0.6421885765394536,0.5962897236077614,0.6641962757247617,0.7220596841528096
00007,Lane Transit District (LTD),Eugene,OR,"Eugene, OR",28117,73.49,270179,0.7135941149973046,0.8094070217979585,0.8126239615073719,0.636500876310592,0.857481881731107,0.7833650580644991,0.6915498805875734,0.699563109058936,0.7485037136306608,0.851120492473117,0.8633896220331879,0.7719749723594326,0.8407532396613004,0.591163229060564,0.6828291284626131,0.6774378973092188,0.7096411868263607,0.7335746460445057,0.651018968851437,0.47135948952287454,0.5525225455587786,0.5414384493813023,0.6145915513727745,0.5703330146488939,0.5101625093901303,0.4428158449639282,0.5642389459463059,0.6404401025558828,0.6900979497822998
