NTD ID,Agency Name,City,State,Primary UZA Name,UZA Area SQ Miles,UZA Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
30010,Lehigh and Northampton Transportation Authority (LANTA),Allentown,PA,"Allentown--Bethlehem, PA--NJ",261.55,621703,4254482.0,4306831.0,4280436.0,4123930.0,4161645.0,3748327.0,3629601.0,3941214.0,4038573.0,4096681.0,4292599.0,4505356.0,4768533.0,4742549.0,4874124.0,5576394.0,5710138.0,5678787.0,5960079.0,5902945.0,5989247.0,5281078.0,5345878.0,5438219.0,5353387.0,5334761.0,5147301.0,4890190.0,4732570.0,4036833.0,2787397.0,2949396.0,3897096.0
30011,Altoona Metro Transit,Altoona,PA,"Altoona, PA",37.01,74426,986568.0,913507.0,869352.0,820158.0,777391.0,805918.0,670124.0,768787.0,772132.0,734544.0,728670.0,699166.0,703465.0,673791.0,671869.0,683822.0,706025.0,552170.0,607268.0,699407.0,729177.0,696008.0,687793.0,642524.0,585457.0,599957.0,570176.0,557190.0,567624.0,466503.0,320151.0,435735.0,444716.0
30012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",34.7,61521,2358884.0,2358884.0,1741119.0,1647170.0,1623928.0,1458804.0,1328895.0,1463969.0,124296.0,1539891.0,1320145.0,1288956.0,1317280.0,1164842.0,1255830.0,1296521.0,1260747.0,1220422.0,1204735.0,1282505.0,1277048.0,1346334.0,1321315.0,1283484.0,1248791.0,1251482.0,1198832.0,1152002.0,1220538.0,1085950.0,750566.0,711687.0,804968.0
30013,Erie Metropolitan Transit Authority (EMTA),Erie,PA,"Erie, PA",73.34,187820,4055273.0,4058000.0,4010200.0,3753769.0,3487337.0,3239016.0,3096310.0,2940996.0,3081713.0,2863581.0,2648078.0,2802766.0,2717830.0,2741304.0,2816444.0,2676620.0,2773825.0,3123283.0,3276440.0,3213374.0,3386059.0,3654254.0,3692041.0,3441828.0,3518613.0,3220376.0,2914815.0,2743473.0,2638723.0,2023384.0,846727.0,1132538.0,1423465.0
30015,Luzerne County Transportation Authority (LCTA),Kingston,PA,"Scranton, PA",162.16,366713,2745886.0,2524027.0,2444327.0,2357919.0,1715371.0,2894464.0,2893982.0,2893316.0,3276189.0,3304902.0,3267374.0,2391507.0,2397587.0,2397680.0,2801405.0,2721827.0,2535487.0,2190595.0,1660446.0,1620144.0,1696436.0,1798377.0,1357907.0,1362602.0,1347528.0,1384965.0,1336921.0,1309462.0,1287082.0,1099300.0,826474.0,777109.0,864744.0
30025,County of Lackawanna Transit System (COLTS),Scranton,PA,"Scranton, PA",162.16,366713,2338683.0,2338953.0,2218488.0,1920453.0,1911856.0,1802396.0,1633986.0,1645249.0,1658104.0,1577641.0,1570861.0,1528160.0,1464283.0,1681997.0,1798490.0,1839707.0,1857900.0,2020309.0,1969224.0,1736401.0,1692002.0,1570631.0,1261756.0,1249165.0,1226372.0,1211431.0,1124022.0,1158340.0,1158396.0,923727.0,502178.0,664761.0,798042.0
30022,Pittsburgh Regional Transit (PRT),Pittsburgh,PA,"Pittsburgh, PA",906.64,1745039,85108033.0,75752634.0,77577155.0,74127172.0,73549183.0,72921993.0,72439474.0,73730223.0,74618454.0,75130612.0,74827040.0,73807448.0,68242432.0,66021099.0,67179046.0,68498788.0,68525198.0,67684550.0,68677215.0,66145567.0,63837165.0,65854009.0,63553898.0,63650308.0,65202493.0,63823513.0,63230618.0,63463854.0,64007925.0,51787150.0,22468100.0,32328532.0,37908532.0
30023,Beaver County Transit Authority (BCTA),Rochester,PA,"Pittsburgh, PA",906.64,1745039,577328.0,564705.0,577303.0,572893.0,591239.0,565645.0,563858.0,548168.0,557538.0,567538.0,579629.0,553378.0,590209.0,643406.0,692177.0,748414.0,775083.0,850937.0,904436.0,935782.0,996932.0,1047063.0,1007222.0,951956.0,983820.0,981615.0,930744.0,875744.0,841355.0,641175.0,378707.0,385997.0,461712.0
30044,Westmoreland County Transit Authority (WCTA),Greensburg,PA,"Pittsburgh, PA",906.64,1745039,218133.0,226316.0,244559.0,227450.0,227964.0,227801.0,220722.0,212288.0,191421.0,298685.0,313009.0,294741.0,289428.0,281272.0,292746.0,342551.0,371157.0,412718.0,465900.0,455377.0,500690.0,579961.0,579935.0,771339.0,734339.0,697662.0,667845.0,632632.0,592578.0,453150.0,231543.0,290384.0,350383.0
30061,Mid Mon Valley Transit Authority (MMVTA),Charleroi,PA,"Pittsburgh, PA",906.64,1745039,504578.0,498961.0,464661.0,429237.0,443968.0,413895.0,411507.0,428553.0,450953.0,449214.0,422057.0,436100.0,415286.0,394262.0,358691.0,339074.0,347565.0,352625.0,374271.0,428151.0,343570.0,336127.0,340056.0,340361.0,327724.0,305325.0,299827.0,283560.0,288056.0,236928.0,151301.0,187300.0,209190.0
30078,Southwestern Pennsylvania Commission (SPC),Pittsburgh,PA,"Pittsburgh, PA",906.64,1745039,,,,,,,,,,203444.0,198628.0,151000.0,138754.0,206262.0,183230.0,177484.0,170321.0,180330.0,215109.0,201195.0,204449.0,243176.0,262715.0,269142.0,245178.0,214306.0,204950.0,174278.0,153697.0,80251.0,7727.0,13020.0,22169.0
30111,Washington County Transportation Authority,Washington,PA,"Pittsburgh, PA",906.64,1745039,,,,,,,,,,,,,,,,,,,,,,,,258869.0,231850.0,289228.0,295501.0,293137.0,305903.0,248328.0,179371.0,215620.0,246090.0
30026,River Valley Transit Authority (RVTA),Williamsport,PA,"Williamsport, PA",27.72,55344,1210826.0,1191994.0,1114819.0,1110118.0,1108905.0,1239211.0,1221539.0,1215128.0,1180483.0,1181246.0,1153921.0,1117468.0,1213492.0,1258639.0,1256222.0,1236195.0,1266704.0,1287649.0,1297367.0,1297001.0,1337204.0,1407608.0,1358876.0,1318320.0,1306118.0,1316513.0,1283843.0,1293028.0,1314850.0,1008033.0,643883.0,693810.0,780399.0
30030,Washington Metropolitan Area Transit Authority (WMATA),Washington,DC,"Washington--Arlington, DC--VA--MD",1294.51,5174759,368092612.0,353947615.0,353277686.0,340221141.0,345012331.0,317593492.0,323208380.0,339213001.0,356071168.0,348043569.0,378936348.0,391303553.0,391992038.0,397782682.0,414076003.0,408988285.0,411598592.0,425236560.0,435858891.0,418125650.0,419689420.0,424184885.0,413640080.0,411323792.0,406647664.0,379141810.0,352545938.0,351298962.0,354656249.0,273545946.0,89940370.0,156897531.0,231023784.0
30051,"Montgomery County, Maryland (MCDOT) - Transportation",Rockville,MD,"Washington--Arlington, DC--VA--MD",1294.51,5174759,14725810.0,15426275.0,16973182.0,17607883.0,18155900.0,18346521.0,17640986.0,18403944.0,19939102.0,20733532.0,22447610.0,23000110.0,23389167.0,23557018.0,25044002.0,27376369.0,28302019.0,29766072.0,29739337.0,28063392.0,26940789.0,27474578.0,26603229.0,26391571.0,25972313.0,24512705.0,22984194.0,21594040.0,20596520.0,16314016.0,10078042.0,14102952.0,14372995.0
30058,City of Fairfax (CUE) - Transportation Division in the Public Works Department,Fairfax,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,890000.0,937379.0,980587.0,970576.0,919877.0,0.0,985500.0,1061500.0,1093926.0,1135758.0,1047346.0,1031659.0,929897.0,899156.0,907498.0,850809.0,826747.0,771254.0,678967.0,645687.0,605388.0,601813.0,488078.0,326881.0,536110.0,845194.0
30068,"Fairfax County, VA - Transportation",Fairfax,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,2651735.0,2877022.0,4395575.0,4517415.0,,4744526.0,4782138.0,5594826.0,6112753.0,6831313.0,7595138.0,7990825.0,8474143.0,9529056.0,9717392.0,9810228.0,9576635.0,9629993.0,10283313.0,10895833.0,10650401.0,10655021.0,9764166.0,8984286.0,8631906.0,8312983.0,8334449.0,6788632.0,4566013.0,7214551.0,8365190.0
30070,Potomac and Rappahannock Transportation Commission (PRTC),Woodbridge,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,676468.0,703743.0,776829.0,935798.0,959443.0,935798.0,960907.0,997732.0,1271921.0,1528960.0,1832401.0,1855890.0,2086691.0,2451990.0,2683473.0,2849342.0,3179244.0,3176349.0,3326699.0,3444640.0,3287153.0,3557243.0,4107151.0,3983696.0,3862646.0,3765145.0,3813055.0,2983775.0,1150667.0,1746624.0,2158231.0
30071,City of Alexandria - Department of Transportation and Environmental Services/Transportation Branch,Alexandria,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,2293493.0,2398568.0,2521925.0,2640420.0,2736719.0,2986631.0,3131284.0,3323021.0,3556486.0,3726420.0,3983153.0,4639242.0,4352852.0,4253001.0,4364504.0,4320580.0,4297928.0,4333488.0,4160094.0,4011372.0,3936136.0,3996676.0,3209853.0,1541996.0,3046813.0,4580105.0
30073,Virginia Railway Express (VRE),Alexandria,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,1394419.0,1798406.0,1840140.0,1902142.0,1758471.0,1902142.0,1739792.0,2014339.0,2428533.0,2735025.0,3179996.0,3447944.0,3654271.0,3569664.0,3386974.0,3583534.0,3868035.0,4016589.0,4645591.0,4702196.0,4550062.0,4431671.0,4505063.0,4352814.0,4676123.0,4631909.0,4408114.0,3222428.0,341627.0,822440.0,1466250.0
30080,"Arlington County, Virginia (ART) - Department of Environmental Services",Arlington,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,87850.0,,,,,,384672.0,,0.0,,,1537118.0,2088170.0,2338980.0,2630421.0,2739944.0,2942278.0,2931266.0,3211175.0,3507219.0,3089298.0,2917849.0,2532429.0,1423589.0,1815433.0,2097034.0
30081,Loudoun County - Transit Division - Department of General Services,Leesburg,VA,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,142387.0,163294.0,172923.0,182508.0,212102.0,281829.0,401667.0,515430.0,602333.0,652347.0,777273.0,890011.0,967957.0,1210542.0,1316448.0,1325176.0,1756948.0,1782698.0,1775888.0,1752081.0,1703546.0,1708121.0,1309246.0,333961.0,434295.0,526819.0
30085,"Prince George's County, Maryland - Department of Public Works and Transportation - Office of Transportation",Upper Marlboro,MD,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,,,,,,2413986.0,2661725.0,2508744.0,3021264.0,3103674.0,3570584.0,3698820.0,3620255.0,3693315.0,4245896.0,4068213.0,3931534.0,3853151.0,3316458.0,3073817.0,2884908.0,2644941.0,2103228.0,946994.0,1170420.0,1800711.0
30112,District Department of Transportation (DDOT) - Transit Delivery Division,Washington,DC,"Washington--Arlington, DC--VA--MD",1294.51,5174759,,,,,,,,,,,,,,,,,,,,,,,,0.0,5102855.0,5904708.0,5025611.0,5816845.0,6650964.0,2510573.0,1481070.0,2117070.0,2591448.0
30034,Maryland Transit Administration (MTA),Baltimore,MD,"Baltimore, MD",654.93,2212038,107013124.0,101481076.0,105598341.0,107135659.0,108468245.0,101215956.0,103482184.0,106487481.0,106154877.0,115015646.0,111048191.0,115678655.0,111655555.0,112634082.0,103366276.0,107024143.0,108831451.0,117654007.0,123697396.0,104190623.0,109268270.0,112276909.0,107373286.0,113995672.0,116219917.0,110727565.0,103571384.0,96231787.0,94036949.0,77761174.0,42337039.0,50205947.0,57907024.0
30129,Anne Arundel County - Office of Transportation,Annapolis,MD,"Baltimore, MD",654.93,2212038,,,,,,,,,,,,,,,,,12693.0,3550.0,,,,,,,,291804.0,269484.0,279200.0,295177.0,167410.0,141815.0,149909.0,149857.0
30201,City of Baltimore (CCC) - Department of Transportation,Baltimore,MD,"Baltimore, MD",654.93,2212038,,,,,,,,,,,,,,,,,,,,,,,,,,3584803.0,3160249.0,2961113.0,1732799.0,1314676.0,754845.0,1248850.0,1276575.0
30205,"Transit Management of Central Maryland, Inc. (RTA)",Annapolis Junction,MD,"Baltimore, MD",654.93,2212038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664211.0,790641.0
30035,Ohio Valley Regional Transportation Authority (OVRTA / EORTA),Wheeling,WV,"Wheeling, WV--OH",36.81,57695,670648.0,670648.0,468048.0,464545.0,465702.0,466409.0,467116.0,371982.0,371980.0,373194.0,370768.0,371980.0,420988.0,489345.0,502594.0,493866.0,445702.0,446363.0,431234.0,406752.0,406079.0,429676.0,447299.0,444201.0,420717.0,403366.0,389722.0,365879.0,379457.0,314732.0,268855.0,277912.0,317863.0
30045,"JAUNT, Inc.",Charlottesville,VA,"Charlottesville, VA",36.87,104191,175051.0,181975.0,184326.0,197047.0,204368.0,,,,,,,,,,,,127170.0,270875.0,294157.0,304624.0,318814.0,329954.0,314994.0,306443.0,325164.0,315987.0,322822.0,340946.0,316547.0,267934.0,147968.0,188297.0,240235.0
30054,Centre Area Transportation Authority (CATA),State College,PA,"State College, PA",25.92,83674,2590586.0,2231370.0,2005916.0,1932140.0,1929549.0,2114995.0,2328200.0,2687147.0,3035520.0,5361887.0,6066651.0,6423901.0,6075170.0,6241174.0,6047137.0,6133224.0,6203583.0,6559617.0,7098612.0,7294893.0,7295702.0,7149046.0,7250314.0,7599558.0,7608203.0,7227579.0,7097028.0,6702177.0,6602752.0,5133527.0,747997.0,3477793.0,4823095.0
30072,"Frederick County, Maryland - Transit Services",Frederick,MD,"Frederick, MD",80.29,176456,,,,,248447.0,235276.0,260746.0,274193.0,283854.0,288312.0,310525.0,313238.0,373931.0,460738.0,553344.0,651306.0,709701.0,737974.0,791961.0,786711.0,835880.0,909804.0,863986.0,839297.0,761098.0,677918.0,636862.0,608272.0,593853.0,483402.0,413270.0,506394.0,677642.0
30083,Transportation District Commission of Hampton Roads (HRT),Hampton,VA,"Virginia Beach--Norfolk, VA",481.67,1451578,,,,,,,,,,19192860.0,16616188.0,17532382.0,17412223.0,19970554.0,23714106.0,21225018.0,23873628.0,26179361.0,15949266.0,15847184.0,16543351.0,18459516.0,18810574.0,17499361.0,16489277.0,15283741.0,14752263.0,13883947.0,13332764.0,10273373.0,6491615.0,6432090.0,7167154.0
30091,Town of Blacksburg (BT) - Transit,Blacksburg,VA,"Blacksburg--Christiansburg, VA",33.98,72400,,,,,,,,,,,,,,,2396401.0,2497580.0,2445799.0,2630231.0,2969144.0,3383077.0,3369354.0,3516869.0,3530227.0,3685000.0,3733082.0,3513538.0,3734989.0,4057334.0,4659053.0,3557261.0,810758.0,3267836.0,3520078.0
30094,City of Harrisonburg (HDPT) - Department of Public Transportation,Harrisonburg,VA,"Harrisonburg, VA",31.1,73377,,,,,,,,,,,,,,,1149979.0,1380851.0,1492318.0,1491042.0,1709558.0,1862500.0,2086135.0,2535828.0,2749235.0,2800525.0,2820419.0,2807730.0,2572937.0,2116785.0,2120458.0,1872845.0,503759.0,1360073.0,1522746.0
30095,County of Lebanon Transit Authority (LT),Lebanon,PA,"Lebanon, PA",32.71,75485,,,,,,,,,,,,,,,,300178.0,313667.0,367204.0,369460.0,351251.0,372069.0,357914.0,340262.0,355186.0,383393.0,383934.0,364862.0,355365.0,363458.0,287677.0,204851.0,226301.0,243772.0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland - Shore Transit,Salisbury,MD,"Salisbury, MD--DE",48.39,78075,,,,,,,,,,,,,,,0.0,609485.0,405302.0,447902.0,511652.0,380689.0,392844.0,396957.0,418231.0,430302.0,334324.0,394098.0,366890.0,327545.0,325096.0,246177.0,153855.0,188199.0,213781.0
30107,West Virginia University - Transportation,Morgantown,WV,"Morgantown, WV",40.7,77620,,,,,,,,,,,,,,,,,,,,,,2337261.0,2375841.0,2341673.0,2349023.0,2213138.0,2064004.0,1961676.0,1469292.0,1484262.0,0.0,1398893.0,1600303.0
30202,South Central Transit Authority (SCTA),Lancaster,PA,"Lancaster--Manheim, PA",181.53,394530,,,,,,,,,,,,,,,,,,,,,,,,,,,5117799.0,5169273.0,5052264.0,4252359.0,3047403.0,3165541.0,3560909.0
30206,Susquehanna Regional Transportation Authority (SRTA),Harrisburg,PA,"Harrisburg, PA",250.25,490859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072507.0
40001,Chattanooga Area Regional Transportation Authority (CARTA),Chattanooga,TN,"Chattanooga, TN--GA",291.7,398569,2286794.0,2478719.0,2182500.0,2333407.0,2607155.0,2483994.0,2366479.0,2337712.0,2459987.0,2410355.0,2516166.0,2420889.0,2429733.0,2405598.0,2529157.0,3087641.0,2947412.0,3190648.0,3142078.0,3061540.0,3213487.0,3235026.0,3163617.0,3075268.0,3068821.0,3081588.0,2928319.0,2794851.0,2643299.0,2096313.0,1569897.0,1659923.0,1736039.0
40002,City of Knoxville (KAT) - Mass Transit,Knoxville,TN,"Knoxville, TN",431.91,597257,3460290.0,3459819.0,2599625.0,2598789.0,2589357.0,1740519.0,1763563.0,1764407.0,1705491.0,1939196.0,2114788.0,2274741.0,2576844.0,3161970.0,3121461.0,3444579.0,3332842.0,3627802.0,3504877.0,3037880.0,3260984.0,3361317.0,3716118.0,2833887.0,2943343.0,2881152.0,2711652.0,2694623.0,2752602.0,2531312.0,2203222.0,2062007.0,2312188.0
40171,Knoxville-Knox County Community Action Committee (KCCT) - CAC Transit,Knoxville,TN,"Knoxville, TN",431.91,597257,,,,,,,,,,,,,,,,,,0.0,178189.0,165591.0,171899.0,165029.0,172374.0,166304.0,159464.0,164126.0,163593.0,157621.0,142714.0,125659.0,90902.0,110961.0,114573.0
40003,City of Memphis (MATA),Memphis,TN,"Memphis, TN--MS--AR",491.27,1056190,13548598.0,13310826.0,12954897.0,12682133.0,14524366.0,12035313.0,12570586.0,12078922.0,12030106.0,11801084.0,13058801.0,13027374.0,13041581.0,12679311.0,12145042.0,11723986.0,11741292.0,11514267.0,11716787.0,11504847.0,10616855.0,10034906.0,10460246.0,9354609.0,8097475.0,7762476.0,7235669.0,6677024.0,6410327.0,5084854.0,2936107.0,2976709.0,2819588.0
40004,Metropolitan Transit Authority (MTA),Madison,TN,"Nashville-Davidson, TN",584.95,1158642,8163533.0,8359952.0,6553687.0,7125477.0,6715329.0,7983538.0,6888556.0,5955085.0,7005617.0,6924695.0,7120433.0,7078734.0,6839972.0,6410833.0,7542602.0,7910897.0,8855724.0,10016885.0,10572693.0,8942499.0,8547382.0,9654912.0,9874459.0,9619309.0,10131340.0,9915984.0,9645840.0,9787815.0,9686880.0,7719131.0,4366973.0,6370413.0,8162766.0
40159,Regional Transportation Authority (RTA),Madison,TN,"Nashville-Davidson, TN",584.95,1158642,,,,,,,,,,,,,,,,,225131.0,293758.0,358819.0,412678.0,500135.0,601697.0,594213.0,619589.0,632262.0,616112.0,624632.0,614366.0,568855.0,405631.0,81848.0,141952.0,173746.0
40178,The Transportation Management Association Group (TMA) - Vanpool,Franklin,TN,"Nashville-Davidson, TN",584.95,1158642,,,,,,,,,,,,,,,,,,,58275.0,60258.0,58563.0,67815.0,76187.0,62720.0,73182.0,91283.0,96721.0,107212.0,122935.0,118269.0,80958.0,77626.0,78792.0
40005,City of Asheville (ART) - Asheville Rides Transit (ART) Transit Division / Department of City,Asheville,NC,"Asheville, NC",248.58,285776,1109601.0,1177803.0,1097058.0,1050162.0,979761.0,970617.0,976437.0,1192681.0,1119694.0,1159059.0,1219288.0,1031767.0,1019330.0,1077815.0,1083392.0,1173581.0,1509629.0,1514407.0,1650414.0,1563567.0,1493271.0,1549745.0,1437104.0,1430959.0,1458306.0,2135879.0,2125214.0,1964651.0,1978720.0,1408523.0,1432189.0,1485058.0,1377810.0
40224,Buncombe County - Community Development Division / Planning and Development Department,Asheville,NC,"Asheville, NC",248.58,285776,,,,,,,,,,,,,,,,,,,,65434.0,49473.0,55544.0,159974.0,162100.0,165382.0,158940.0,146079.0,131689.0,145386.0,130677.0,92332.0,103536.0,113858.0
40006,Cape Fear Public Transportation Authority,Wilmington,NC,"Wilmington, NC",142.25,255329,1085578.0,1083372.0,1207108.0,1210479.0,1212087.0,1196717.0,1192736.0,1137188.0,1149724.0,1163448.0,1424553.0,1550858.0,1479017.0,1486755.0,1231637.0,1413379.0,1553712.0,1521144.0,1490428.0,1422422.0,1567499.0,1611004.0,1579212.0,1515095.0,1542494.0,1459920.0,1422595.0,1371635.0,1258731.0,1166285.0,565064.0,710993.0,721308.0
40007,City of Raleigh - Transit,Raleigh,NC,"Raleigh, NC",554.82,1106646,3608499.0,3900979.0,3974232.0,3770010.0,3649363.0,3548879.0,3488907.0,3539834.0,4264782.0,4574066.0,3578741.0,3267636.0,3228452.0,3555406.0,3702432.0,4049995.0,4136928.0,4567679.0,5394201.0,5643624.0,6233838.0,6908735.0,6795916.0,6596035.0,5994537.0,5816412.0,5189043.0,5552645.0,5764895.0,5192898.0,3882532.0,4618080.0,5338054.0
40147,North Carolina State University (NCSU) - Transportation,Raleigh,NC,"Raleigh, NC",554.82,1106646,,,,,,,,,,,,,,,1767209.0,1769855.0,2330696.0,1868791.0,2058520.0,2260277.0,2432667.0,2713231.0,2884464.0,2917399.0,3149045.0,3220567.0,3327651.0,3506210.0,3362828.0,2851446.0,480984.0,2250535.0,2560095.0
40222,Wake County - Wake County Health & Human Services,Raleigh,NC,"Raleigh, NC",554.82,1106646,,,,,,,,,,,,,,,,,,,,27971.0,37299.0,36732.0,20548.0,183573.0,178407.0,192555.0,186842.0,180328.0,196041.0,180137.0,123681.0,127935.0,168233.0
40008,City of Charlotte North Carolina (CATS) - Charlotte Area Transit System,Charlotte,NC,"Charlotte, NC--SC",657.61,1379873,11322507.0,10909024.0,11225853.0,12088616.0,12053857.0,11764849.0,11674253.0,11894782.0,13255212.0,13404337.0,15460321.0,16587199.0,18888550.0,18875635.0,17841453.0,21176801.0,20398306.0,22720940.0,25650258.0,24116615.0,27028511.0,28243662.0,28712105.0,29438356.0,27165943.0,26248940.0,24985270.0,22516607.0,24278653.0,20061386.0,8723635.0,12640017.0,14027141.0
40228,Mecklenburg County (MCTS) - Services for Adults,Charlotte,NC,"Charlotte, NC--SC",657.61,1379873,,,,,,,,,,,,,,,,,,,,5514.0,48679.0,43462.0,333765.0,69905.0,340101.0,348077.0,380950.0,412899.0,410864.0,347222.0,273672.0,293369.0,349575.0
40009,City of Fayetteville (FAST) - Transit,Fayetteville,NC,"Fayetteville, NC",195.92,325008,1403520.0,1403520.0,1447319.0,1447319.0,1447319.0,1103648.0,1103041.0,1115331.0,1309309.0,1324987.0,1062486.0,1193120.0,1313560.0,1364455.0,1381764.0,1460451.0,1180679.0,928641.0,1035355.0,1265576.0,1401956.0,1699276.0,1752741.0,1639050.0,1637634.0,1594308.0,1522119.0,1442314.0,1452842.0,1930506.0,1712688.0,1788844.0,2195673.0
40012,City of Winston Salem (WSTA) - Department of Transportation,Winston Salem,NC,"Winston-Salem, NC",310.79,420924,3474913.0,3723678.0,3844039.0,3673318.0,3720248.0,3396640.0,3370457.0,3301700.0,3145434.0,3294084.0,3165633.0,2931867.0,2760180.0,2861524.0,2845090.0,2982162.0,2899678.0,2906505.0,3089575.0,2814969.0,3087886.0,3513549.0,3490281.0,3443755.0,3432252.0,3215240.0,2795800.0,2557188.0,2696733.0,2427195.0,1870298.0,1580823.0,1715582.0
40014,Ms Coast Transportation Authority (CTA),Gulfport,MS,"Gulfport--Biloxi, MS",168.64,236344,405686.0,398167.0,586311.0,,722594.0,720488.0,683540.0,641262.0,712118.0,802817.0,712264.0,579945.0,636694.0,615255.0,563662.0,404646.0,511420.0,722507.0,843682.0,946335.0,1013019.0,1081717.0,1139302.0,1027492.0,863022.0,971911.0,899056.0,800637.0,809534.0,566964.0,522839.0,639371.0,751314.0
40015,"City of Jackson, MS (JTRAN) - Planning/Transit Services",Jackson,MS,"Jackson, MS",237.16,347693,1512079.0,716463.0,753901.0,753899.0,747997.0,756953.0,864806.0,844533.0,836502.0,803470.0,859663.0,873637.0,820415.0,789940.0,795022.0,802098.0,807209.0,597324.0,541541.0,545467.0,560594.0,687961.0,740880.0,672304.0,646577.0,489395.0,497528.0,562032.0,560632.0,500505.0,499364.0,414429.0,449129.0
40017,Lexington Transit Authority,Lexington,KY,"Lexington-Fayette, KY",83.99,315631,2472640.0,2569784.0,1194226.0,1682473.0,1585712.0,679369.0,679995.0,679995.0,3372540.0,3401167.0,3529356.0,3553483.0,3922798.0,3944748.0,2937266.0,3908783.0,5551450.0,6090047.0,6211225.0,6259830.0,5901834.0,5221246.0,5137512.0,4993069.0,4040229.0,4019522.0,4458137.0,4171173.0,4612703.0,4004259.0,2549621.0,2971187.0,3733026.0
40019,Transit Authority of Northern Kentucky (TANK),Covington,KY,"Cincinnati, OH--KY",752.28,1686744,4546106.0,4501623.0,4080269.0,4080015.0,4080015.0,3710341.0,3715599.0,3747643.0,3884654.0,4615265.0,4386976.0,4281789.0,3872407.0,3709526.0,3770649.0,3638815.0,3719871.0,3804210.0,3806772.0,3534695.0,3634802.0,3635954.0,3636937.0,3580867.0,3625913.0,3553112.0,3296168.0,3090565.0,3002618.0,2471345.0,1384876.0,1505603.0,1913143.0
50012,Southwest Ohio Regional Transit Authority (SORTA),Cincinnati,OH,"Cincinnati, OH--KY",752.28,1686744,28845617.0,27883500.0,26009113.0,25212426.0,23980156.0,26456015.0,26227001.0,28809040.0,26383074.0,26637640.0,25066546.0,24615383.0,24143526.0,23319650.0,26158352.0,25555566.0,26146916.0,26072321.0,23120952.0,19007620.0,18957732.0,17553120.0,16946008.0,16624349.0,16174753.0,15566731.0,15071609.0,14467431.0,14003193.0,7417734.0,9730680.0,9847273.0,13083835.0
50157,Butler County Regional Transit Authority (BCRTA),Hamilton,OH,"Cincinnati, OH--KY",752.28,1686744,,,,,,,,,,,248072.0,114993.0,2649.0,14994.0,16640.0,8377.0,10847.0,12226.0,24664.0,36798.0,53081.0,77672.0,321939.0,547084.0,527127.0,589627.0,584586.0,621141.0,620233.0,223396.0,303134.0,456283.0,492009.0
50166,"Clermont County, Ohio (CTC) - Board of Clermont County Commissioners",Batavia,OH,"Cincinnati, OH--KY",752.28,1686744,,,,,,,,,,,,69957.0,90766.0,79714.0,76031.0,82647.0,99749.0,121815.0,153334.0,163990.0,174375.0,166941.0,161868.0,151964.0,146668.0,133741.0,131499.0,121467.0,,57672.0,52500.0,56582.0,56131.0
55311,City of Cincinnati - Department of Transportation and Engineering,Cincinnati,OH,"Cincinnati, OH--KY",752.28,1686744,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,74094.0,308553.0,693095.0,1019561.0
40021,City of Albany (ATS) - Albany Transit Department ,Albany,GA,"Albany, GA",66.51,85960,1307954.0,1377192.0,1378616.0,1285136.0,1241311.0,1368126.0,797571.0,576810.0,620800.0,674669.0,721705.0,644482.0,698976.0,692732.0,690405.0,735575.0,789718.0,792165.0,962392.0,874092.0,1055743.0,1016786.0,1019215.0,1050680.0,727427.0,689285.0,655726.0,780532.0,773757.0,633643.0,431260.0,299333.0,273626.0
40022,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,GA,"Atlanta, GA",2553.04,5100112,143187822.0,141050969.0,138060000.0,142731549.0,143674639.0,144804547.0,170380432.0,158263988.0,163801369.0,167067140.0,164077582.0,159357652.0,142762444.0,136157132.0,142385899.0,138403312.0,147523544.0,150912988.0,156542393.0,146249114.0,139873115.0,134889690.0,129901379.0,129123254.0,136029205.0,133383107.0,126428706.0,120162922.0,117759054.0,90827832.0,46393834.0,51429953.0,62093037.0
40078,Cobb County - Transit Division,Marietta,GA,"Atlanta, GA",2553.04,5100112,2304903.0,2503007.0,2542850.0,2788634.0,2879504.0,3066938.0,2635843.0,2516556.0,2308607.0,2894490.0,2879881.0,2910908.0,3147707.0,3471262.0,3854413.0,4315127.0,4707162.0,4954403.0,4634090.0,4679382.0,4451703.0,3845823.0,3687025.0,3555743.0,3327494.0,2921517.0,2735849.0,2543584.0,2485506.0,1779703.0,1334845.0,993547.0,854074.0
