NTD ID,Agency Name,City,State,Primary UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00001,King County (KCM) - Metro Transit Department,Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.2562584722130192,0.1839110507246844,0.18589962565277882,0.21860190765355889,0.20989684496583672,0.2022004571311743,0.2126779739483314,0.18772206921987578,0.17779448417672133,0.17481186936094248,0.1912963515556408,0.17775897316578315,0.1736018234944715,0.16911121930198694,0.1599988005980445,0.16329593753972804,0.16537602616026123,0.1684217841425778,0.17901931449157307,0.17340324203669555,0.16860757792548758,0.16761280983707566,0.1702171545718158,0.16553679438808422,0.16935573855166236,0.1759319033921148,0.17522219561384472,0.16538606518198945,0.16386883743796227,0.16702613779634864,0.16655935010171047,0.1671304715143443,0.1695623492373768
00003,Pierce County Transportation Benefit Area Authority,Lakewood,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.1418222972651473,0.1501144593809918,0.12921913875448637,0.12881915710999375,0.13151192751979116,0.14246039151785117,0.16245506177280467,0.18066688973522615,0.15651261339032385,0.1522259000054076,0.1588421601449919,0.18084242714763765,0.1566214710965558,0.15738444870753854,0.12649035597091723,0.12418026943812019,0.12494868845428232,0.12096645927681879,0.12270568701471368,0.1195651359084151,0.12348975195284255,0.10247007542038886,0.10432188892802466,0.10472096277234182,0.10481382934786555,0.10711709541233128,0.11178202865713589,0.12460363358616934,0.11485053228303488,0.12627722604099714,0.11933909853468767,0.1351917983178123,0.13544015867865386
00005,City of Everett (ET),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.15090607467039227,0.16323246668718222,0.16098550974370757,0.19553833449644983,0.17469846510301065,0.1595444718914265,0.155336686383139,0.15234530742524358,0.13381742117916237,0.12425985513653943,0.1529276033026795,0.1549060957691113,0.10347416449052785,0.10122783942364959,0.10851352683714416,0.11551350214229475,0.14206292536374804,0.10567450313797698,0.09820125571027731,0.11772147531559003,0.11131299800953036,0.12417730941212031,0.1257250261646373,0.12850760972090366,0.1225117250759625,0.1388127156040133,0.14573636141092242,0.1443954843472916,0.13300269682298896,0.14382072413275035,0.1362816163782074,0.1288354752610412,0.161754295009935
00023,City of Seattle (SMS),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.5952093963971468,0.4916802624264763,0.46926063861551254,0.3386318648716182,0.24225277728057562,0.2143560457511044,0.2047446663619201,0.23903037445977238,0.21765808021515337,0.1992579487106648,0.2670094512208003,0.31960877961667045,0.3330189398864058,0.36277063680317145,0.29527022961587374,0.344939137379195,0.23813342132978713,0.2606524846156316,0.24925324286382047,0.2387369252314204,0.2492111798537581,0.2172169328833675,0.20359374200981234,0.23306753947196462,0.21770848488334454,0.23411441894443538,0.21092100545510403,0.22467961497103547,0.2175617247304142,0.2589657707703619,0.30665189862978026,0.17502885798398093,0.18469485283427248
00028,County of Pierce,Tacoma,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.08614913735660247,0.3084726651924406,0.20312157968124503,0.20442004559571078,0.2069592603173055,0.1386440004424142,0.5534360326075259,0.47550400347403987,0.3293128338450468,0.45236752206056036,0.18126087990651468,0.4114784445772425,0.15069634640623913,0.36365701867463796,0.14015207551997952,0.2804116397403406,0.2358506175324345,0.5021554615573495,0.44694917256236844,0.37977922692202687,0.1676785460724568,0.311315922121751,0.05950343225145568,0.17742326692245175,0.32912919751373243,0.27521503161572747,0.2264964109508091,0.3948422842110488,0.334397561547081,0.14774133635067077,0.15055440062394404,0.404865182199762,0.4683817396671247
00029,Snohomish County Public Transportation Benefit Area Corporation (CT),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.22441150679066255,0.16984795639709646,0.17738397590176547,0.15141501122735831,0.14337918047051867,0.14513107809557277,0.1342070837021151,0.12941280956926227,0.1220075548055567,0.11604814765912533,0.17617815210496357,0.17534478444726184,0.15008080604982435,0.14672326723644574,0.15269055661571979,0.14694474701443025,0.14223012222469275,0.13681238858345637,0.13451259625928347,0.12955490284131996,0.12767145410488726,0.13912723789792508,0.14039689078421855,0.14812748438346807,0.15050299875471698,0.15193247504886856,0.15644858734034292,0.14734317954012224,0.144349390085732,0.14824653817671513,0.14706896613743672,0.13865819977490754,0.13842173447008313
00035,Washington State Ferries (WSF),Olympia,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.11828522171070287,0.12120709932261066,0.10436745987547957,0.12115462005136446,0.10470907490703926,0.1038598443255876,0.11149403829246754,0.11313240493649511,0.08249365224580495,0.07737660544936911,0.10446528088523123,0.12521470359941417,0.09698682851096806,0.10463489775109903,0.09201964016094025,0.09867209957577687,0.0941749688231883,0.0985676299256132,0.08296950518724014,0.08285079280966036,0.10127194584658791,0.10055666784616031,0.09648366699229051,0.09463303132793834,0.09752342421905005,0.10582677445777103,0.10804152628790917,0.11640831524983918,0.11667229507612123,0.09994777256291903,0.12301309346204391,0.11871617349080699,0.1254736924361378
00040,Central Puget Sound Regional Transit Authority (ST),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,,,,,,,,,0.023989444644356483,0.4465937876544597,0.4404198747017167,0.1056807232399469,0.3142826403145565,0.31528118365020624,0.22501566699840447,0.19728249450888455,0.21021317782215299,0.20473343457668433,0.2261108064081327,0.2160075648868643,0.20690532444902898,0.1891179102910596,0.18500280622412296,0.1812472282414503,0.18187302560752783,0.17308289591666098,0.1701916594305637,0.16976759078794412,0.17830848514975975,0.17218499365422363,0.16179998523348046,0.15607542190450271,0.15632749832700368
00002,Spokane Transit Authority (STA),Spokane,WA,"Spokane, WA",83764,171.67,447279,0.18888146708145842,0.1663793855549324,0.1762515766777078,0.1743525529881939,0.16126630517357232,0.15818403196256547,0.1685769384891871,0.16462732128754481,0.15723543975209225,0.14024095233891343,0.14639038120879427,0.14067975155299128,0.13746987679475217,0.1280471220381184,0.12073769091411725,0.12418594022042628,0.12890491703924434,0.1383550867772619,0.1382832792751898,0.13986950287380384,0.13492922155775164,0.13597287259556612,0.1324100723359029,0.13825314337515926,0.14536845308560453,0.14584388359368103,0.13619449035444464,0.1355851280806761,0.14652805060591215,0.14340890637975698,0.14943678246060385,0.14415617013751378,0.1448816806097818
00006,City of Yakima (YT),Yakima,WA,"Yakima, WA",97507,55.77,133145,0.15919238326342694,0.14336903678165372,0.13395015489757228,0.0015423282904503542,0.0,0.1009518994341124,0.13349914276268748,0.16991893032199895,0.1798817010722099,0.21795642799844533,0.22151068055293063,0.2091381428737596,0.2091351372321783,0.19872117475438394,0.17863884880060854,0.18512077876144928,0.17850429069239407,0.19467812777450727,0.21547425210580726,0.21209529726153112,0.2036048565701688,0.18013022932796127,0.1894899589999196,0.19969028748046797,0.18341447365517824,0.1613750232690455,0.2047229829245505,0.11306190600189231,0.1257422066985793,0.11672732782981582,0.13982210082816787,0.1093591002604002,0.13699672903608598
